row_id,column,issue_type,details
r01977,IsUnemployed,missing_value,p=0.07
r00003,AME,missing_value,p=0.10
r00007,AME,missing_value,p=0.10
r00049,AME,missing_value,p=0.10
r00064,AME,missing_value,p=0.10
r00080,AME,missing_value,p=0.10
r00084,AME,missing_value,p=0.10
r00086,AME,missing_value,p=0.10
r00089,AME,missing_value,p=0.10
r00093,AME,missing_value,p=0.10
r00097,AME,missing_value,p=0.10
r00106,AME,missing_value,p=0.10
r00110,AME,missing_value,p=0.10
r00117,AME,missing_value,p=0.10
r00120,AME,missing_value,p=0.10
r00133,AME,missing_value,p=0.10
r00141,AME,missing_value,p=0.10
r00155,AME,missing_value,p=0.10
r00184,AME,missing_value,p=0.10
r00187,AME,missing_value,p=0.10
r00194,AME,missing_value,p=0.10
r00196,AME,missing_value,p=0.10
r00215,AME,missing_value,p=0.10
r00229,AME,missing_value,p=0.10
r00232,AME,missing_value,p=0.10
r00234,AME,missing_value,p=0.10
r00258,AME,missing_value,p=0.10
r00265,AME,missing_value,p=0.10
r00270,AME,missing_value,p=0.10
r00276,AME,missing_value,p=0.10
r00290,AME,missing_value,p=0.10
r00324,AME,missing_value,p=0.10
r00336,AME,missing_value,p=0.10
r00342,AME,missing_value,p=0.10
r00382,AME,missing_value,p=0.10
r00384,AME,missing_value,p=0.10
r00408,AME,missing_value,p=0.10
r00411,AME,missing_value,p=0.10
r00412,AME,missing_value,p=0.10
r00425,AME,missing_value,p=0.10
r00430,AME,missing_value,p=0.10
r00440,AME,missing_value,p=0.10
r00442,AME,missing_value,p=0.10
r00443,AME,missing_value,p=0.10
r00451,AME,missing_value,p=0.10
r00463,AME,missing_value,p=0.10
r00467,AME,missing_value,p=0.10
r00470,AME,missing_value,p=0.10
r00471,AME,missing_value,p=0.10
r00488,AME,missing_value,p=0.10
r00492,AME,missing_value,p=0.10
r00496,AME,missing_value,p=0.10
r00502,AME,missing_value,p=0.10
r00508,AME,missing_value,p=0.10
r00523,AME,missing_value,p=0.10
r00552,AME,missing_value,p=0.10
r00557,AME,missing_value,p=0.10
r00565,AME,missing_value,p=0.10
r00614,AME,missing_value,p=0.10
r00671,AME,missing_value,p=0.10
r00680,AME,missing_value,p=0.10
r00702,AME,missing_value,p=0.10
r00703,AME,missing_value,p=0.10
r00718,AME,missing_value,p=0.10
r00751,AME,missing_value,p=0.10
r00760,AME,missing_value,p=0.10
r00785,AME,missing_value,p=0.10
r00794,AME,missing_value,p=0.10
r00817,AME,missing_value,p=0.10
r00828,AME,missing_value,p=0.10
r00829,AME,missing_value,p=0.10
r00853,AME,missing_value,p=0.10
r00912,AME,missing_value,p=0.10
r00957,AME,missing_value,p=0.10
r00970,AME,missing_value,p=0.10
r00973,AME,missing_value,p=0.10
r00983,AME,missing_value,p=0.10
r00984,AME,missing_value,p=0.10
r00986,AME,missing_value,p=0.10
r01013,AME,missing_value,p=0.10
r01028,AME,missing_value,p=0.10
r01039,AME,missing_value,p=0.10
r01052,AME,missing_value,p=0.10
r01056,AME,missing_value,p=0.10
r01058,AME,missing_value,p=0.10
r01060,AME,missing_value,p=0.10
r01062,AME,missing_value,p=0.10
r01071,AME,missing_value,p=0.10
r01082,AME,missing_value,p=0.10
r01084,AME,missing_value,p=0.10
r01139,AME,missing_value,p=0.10
r01173,AME,missing_value,p=0.10
r01187,AME,missing_value,p=0.10
r01193,AME,missing_value,p=0.10
r01197,AME,missing_value,p=0.10
r01202,AME,missing_value,p=0.10
r01206,AME,missing_value,p=0.10
r01239,AME,missing_value,p=0.10
r01245,AME,missing_value,p=0.10
r01246,AME,missing_value,p=0.10
r01255,AME,missing_value,p=0.10
r01260,AME,missing_value,p=0.10
r01262,AME,missing_value,p=0.10
r01272,AME,missing_value,p=0.10
r01291,AME,missing_value,p=0.10
r01298,AME,missing_value,p=0.10
r01308,AME,missing_value,p=0.10
r01326,AME,missing_value,p=0.10
r01330,AME,missing_value,p=0.10
r01337,AME,missing_value,p=0.10
r01348,AME,missing_value,p=0.10
r01355,AME,missing_value,p=0.10
r01357,AME,missing_value,p=0.10
r01366,AME,missing_value,p=0.10
r01385,AME,missing_value,p=0.10
r01418,AME,missing_value,p=0.10
r01435,AME,missing_value,p=0.10
r01436,AME,missing_value,p=0.10
r01443,AME,missing_value,p=0.10
r01447,AME,missing_value,p=0.10
r01448,AME,missing_value,p=0.10
r01453,AME,missing_value,p=0.10
r01467,AME,missing_value,p=0.10
r01474,AME,missing_value,p=0.10
r01475,AME,missing_value,p=0.10
r01481,AME,missing_value,p=0.10
r01501,AME,missing_value,p=0.10
r01505,AME,missing_value,p=0.10
r01506,AME,missing_value,p=0.10
r01510,AME,missing_value,p=0.10
r01517,AME,missing_value,p=0.10
r01541,AME,missing_value,p=0.10
r01542,AME,missing_value,p=0.10
r01553,AME,missing_value,p=0.10
r01557,AME,missing_value,p=0.10
r01568,AME,missing_value,p=0.10
r01578,AME,missing_value,p=0.10
r01586,AME,missing_value,p=0.10
r01590,AME,missing_value,p=0.10
r01595,AME,missing_value,p=0.10
r01612,AME,missing_value,p=0.10
r01620,AME,missing_value,p=0.10
r01622,AME,missing_value,p=0.10
r01641,AME,missing_value,p=0.10
r01658,AME,missing_value,p=0.10
r01659,AME,missing_value,p=0.10
r01671,AME,missing_value,p=0.10
r01674,AME,missing_value,p=0.10
r01675,AME,missing_value,p=0.10
r01686,AME,missing_value,p=0.10
r01696,AME,missing_value,p=0.10
r01698,AME,missing_value,p=0.10
r01714,AME,missing_value,p=0.10
r01729,AME,missing_value,p=0.10
r01730,AME,missing_value,p=0.10
r01736,AME,missing_value,p=0.10
r01743,AME,missing_value,p=0.10
r01747,AME,missing_value,p=0.10
r01751,AME,missing_value,p=0.10
r01770,AME,missing_value,p=0.10
r01821,AME,missing_value,p=0.10
r01832,AME,missing_value,p=0.10
r01835,AME,missing_value,p=0.10
r01846,AME,missing_value,p=0.10
r01854,AME,missing_value,p=0.10
r01860,AME,missing_value,p=0.10
r01872,AME,missing_value,p=0.10
r01878,AME,missing_value,p=0.10
r01885,AME,missing_value,p=0.10
r01900,AME,missing_value,p=0.10
r01905,AME,missing_value,p=0.10
r01906,AME,missing_value,p=0.10
r01907,AME,missing_value,p=0.10
r01917,AME,missing_value,p=0.10
r01918,AME,missing_value,p=0.10
r01921,AME,missing_value,p=0.10
r01938,AME,missing_value,p=0.10
r01943,AME,missing_value,p=0.10
r01960,AME,missing_value,p=0.10
r01962,AME,missing_value,p=0.10
r01967,AME,missing_value,p=0.10
r01977,AME,missing_value,p=0.10
r00064,AMB,missing_value,p=0.04
r00084,AMB,missing_value,p=0.04
r00086,AMB,missing_value,p=0.04
r00097,AMB,missing_value,p=0.04
r00141,AMB,missing_value,p=0.04
r00187,AMB,missing_value,p=0.04
r00215,AMB,missing_value,p=0.04
r00270,AMB,missing_value,p=0.04
r00382,AMB,missing_value,p=0.04
r00384,AMB,missing_value,p=0.04
r00411,AMB,missing_value,p=0.04
r00430,AMB,missing_value,p=0.04
r00442,AMB,missing_value,p=0.04
r00471,AMB,missing_value,p=0.04
r00488,AMB,missing_value,p=0.04
r00523,AMB,missing_value,p=0.04
r00552,AMB,missing_value,p=0.04
r00702,AMB,missing_value,p=0.04
r00828,AMB,missing_value,p=0.04
r00829,AMB,missing_value,p=0.04
r00912,AMB,missing_value,p=0.04
r00983,AMB,missing_value,p=0.04
r00986,AMB,missing_value,p=0.04
r01028,AMB,missing_value,p=0.04
r01052,AMB,missing_value,p=0.04
r01071,AMB,missing_value,p=0.04
r01082,AMB,missing_value,p=0.04
r01084,AMB,missing_value,p=0.04
r01139,AMB,missing_value,p=0.04
r01173,AMB,missing_value,p=0.04
r01187,AMB,missing_value,p=0.04
r01206,AMB,missing_value,p=0.04
r01239,AMB,missing_value,p=0.04
r01255,AMB,missing_value,p=0.04
r01262,AMB,missing_value,p=0.04
r01326,AMB,missing_value,p=0.04
r01330,AMB,missing_value,p=0.04
r01337,AMB,missing_value,p=0.04
r01348,AMB,missing_value,p=0.04
r01366,AMB,missing_value,p=0.04
r01385,AMB,missing_value,p=0.04
r01435,AMB,missing_value,p=0.04
r01448,AMB,missing_value,p=0.04
r01467,AMB,missing_value,p=0.04
r01481,AMB,missing_value,p=0.04
r01501,AMB,missing_value,p=0.04
r01510,AMB,missing_value,p=0.04
r01541,AMB,missing_value,p=0.04
r01542,AMB,missing_value,p=0.04
r01553,AMB,missing_value,p=0.04
r01578,AMB,missing_value,p=0.04
r01586,AMB,missing_value,p=0.04
r01590,AMB,missing_value,p=0.04
r01620,AMB,missing_value,p=0.04
r01729,AMB,missing_value,p=0.04
r01751,AMB,missing_value,p=0.04
r01770,AMB,missing_value,p=0.04
r01821,AMB,missing_value,p=0.04
r01832,AMB,missing_value,p=0.04
r01846,AMB,missing_value,p=0.04
r01854,AMB,missing_value,p=0.04
r01878,AMB,missing_value,p=0.04
r01905,AMB,missing_value,p=0.04
r01907,AMB,missing_value,p=0.04
r01962,AMB,missing_value,p=0.04
r01977,AMB,missing_value,p=0.04
r00007,credit_score,missing_value,p=0.09
r00049,credit_score,missing_value,p=0.09
r00064,credit_score,missing_value,p=0.09
r00080,credit_score,missing_value,p=0.09
r00084,credit_score,missing_value,p=0.09
r00086,credit_score,missing_value,p=0.09
r00089,credit_score,missing_value,p=0.09
r00093,credit_score,missing_value,p=0.09
r00097,credit_score,missing_value,p=0.09
r00106,credit_score,missing_value,p=0.09
r00110,credit_score,missing_value,p=0.09
r00117,credit_score,missing_value,p=0.09
r00120,credit_score,missing_value,p=0.09
r00133,credit_score,missing_value,p=0.09
r00141,credit_score,missing_value,p=0.09
r00184,credit_score,missing_value,p=0.09
r00187,credit_score,missing_value,p=0.09
r00194,credit_score,missing_value,p=0.09
r00196,credit_score,missing_value,p=0.09
r00215,credit_score,missing_value,p=0.09
r00229,credit_score,missing_value,p=0.09
r00234,credit_score,missing_value,p=0.09
r00258,credit_score,missing_value,p=0.09
r00265,credit_score,missing_value,p=0.09
r00270,credit_score,missing_value,p=0.09
r00276,credit_score,missing_value,p=0.09
r00290,credit_score,missing_value,p=0.09
r00324,credit_score,missing_value,p=0.09
r00342,credit_score,missing_value,p=0.09
r00382,credit_score,missing_value,p=0.09
r00384,credit_score,missing_value,p=0.09
r00408,credit_score,missing_value,p=0.09
r00411,credit_score,missing_value,p=0.09
r00412,credit_score,missing_value,p=0.09
r00430,credit_score,missing_value,p=0.09
r00440,credit_score,missing_value,p=0.09
r00442,credit_score,missing_value,p=0.09
r00443,credit_score,missing_value,p=0.09
r00451,credit_score,missing_value,p=0.09
r00463,credit_score,missing_value,p=0.09
r00467,credit_score,missing_value,p=0.09
r00470,credit_score,missing_value,p=0.09
r00471,credit_score,missing_value,p=0.09
r00488,credit_score,missing_value,p=0.09
r00492,credit_score,missing_value,p=0.09
r00508,credit_score,missing_value,p=0.09
r00523,credit_score,missing_value,p=0.09
r00552,credit_score,missing_value,p=0.09
r00557,credit_score,missing_value,p=0.09
r00565,credit_score,missing_value,p=0.09
r00614,credit_score,missing_value,p=0.09
r00671,credit_score,missing_value,p=0.09
r00680,credit_score,missing_value,p=0.09
r00702,credit_score,missing_value,p=0.09
r00718,credit_score,missing_value,p=0.09
r00760,credit_score,missing_value,p=0.09
r00817,credit_score,missing_value,p=0.09
r00828,credit_score,missing_value,p=0.09
r00829,credit_score,missing_value,p=0.09
r00853,credit_score,missing_value,p=0.09
r00912,credit_score,missing_value,p=0.09
r00957,credit_score,missing_value,p=0.09
r00970,credit_score,missing_value,p=0.09
r00973,credit_score,missing_value,p=0.09
r00983,credit_score,missing_value,p=0.09
r00984,credit_score,missing_value,p=0.09
r00986,credit_score,missing_value,p=0.09
r01013,credit_score,missing_value,p=0.09
r01028,credit_score,missing_value,p=0.09
r01039,credit_score,missing_value,p=0.09
r01052,credit_score,missing_value,p=0.09
r01056,credit_score,missing_value,p=0.09
r01058,credit_score,missing_value,p=0.09
r01060,credit_score,missing_value,p=0.09
r01062,credit_score,missing_value,p=0.09
r01071,credit_score,missing_value,p=0.09
r01082,credit_score,missing_value,p=0.09
r01084,credit_score,missing_value,p=0.09
r01139,credit_score,missing_value,p=0.09
r01173,credit_score,missing_value,p=0.09
r01187,credit_score,missing_value,p=0.09
r01193,credit_score,missing_value,p=0.09
r01197,credit_score,missing_value,p=0.09
r01202,credit_score,missing_value,p=0.09
r01206,credit_score,missing_value,p=0.09
r01239,credit_score,missing_value,p=0.09
r01245,credit_score,missing_value,p=0.09
r01246,credit_score,missing_value,p=0.09
r01255,credit_score,missing_value,p=0.09
r01260,credit_score,missing_value,p=0.09
r01262,credit_score,missing_value,p=0.09
r01291,credit_score,missing_value,p=0.09
r01298,credit_score,missing_value,p=0.09
r01326,credit_score,missing_value,p=0.09
r01330,credit_score,missing_value,p=0.09
r01337,credit_score,missing_value,p=0.09
r01348,credit_score,missing_value,p=0.09
r01355,credit_score,missing_value,p=0.09
r01357,credit_score,missing_value,p=0.09
r01366,credit_score,missing_value,p=0.09
r01385,credit_score,missing_value,p=0.09
r01418,credit_score,missing_value,p=0.09
r01435,credit_score,missing_value,p=0.09
r01436,credit_score,missing_value,p=0.09
r01443,credit_score,missing_value,p=0.09
r01448,credit_score,missing_value,p=0.09
r01453,credit_score,missing_value,p=0.09
r01467,credit_score,missing_value,p=0.09
r01474,credit_score,missing_value,p=0.09
r01475,credit_score,missing_value,p=0.09
r01481,credit_score,missing_value,p=0.09
r01501,credit_score,missing_value,p=0.09
r01505,credit_score,missing_value,p=0.09
r01510,credit_score,missing_value,p=0.09
r01517,credit_score,missing_value,p=0.09
r01541,credit_score,missing_value,p=0.09
r01542,credit_score,missing_value,p=0.09
r01553,credit_score,missing_value,p=0.09
r01557,credit_score,missing_value,p=0.09
r01568,credit_score,missing_value,p=0.09
r01578,credit_score,missing_value,p=0.09
r01586,credit_score,missing_value,p=0.09
r01590,credit_score,missing_value,p=0.09
r01595,credit_score,missing_value,p=0.09
r01612,credit_score,missing_value,p=0.09
r01620,credit_score,missing_value,p=0.09
r01622,credit_score,missing_value,p=0.09
r01641,credit_score,missing_value,p=0.09
r01658,credit_score,missing_value,p=0.09
r01659,credit_score,missing_value,p=0.09
r01671,credit_score,missing_value,p=0.09
r01674,credit_score,missing_value,p=0.09
r01675,credit_score,missing_value,p=0.09
r01686,credit_score,missing_value,p=0.09
r01696,credit_score,missing_value,p=0.09
r01698,credit_score,missing_value,p=0.09
r01714,credit_score,missing_value,p=0.09
r01729,credit_score,missing_value,p=0.09
r01730,credit_score,missing_value,p=0.09
r01736,credit_score,missing_value,p=0.09
r01743,credit_score,missing_value,p=0.09
r01747,credit_score,missing_value,p=0.09
r01751,credit_score,missing_value,p=0.09
r01770,credit_score,missing_value,p=0.09
r01821,credit_score,missing_value,p=0.09
r01832,credit_score,missing_value,p=0.09
r01835,credit_score,missing_value,p=0.09
r01846,credit_score,missing_value,p=0.09
r01854,credit_score,missing_value,p=0.09
r01860,credit_score,missing_value,p=0.09
r01872,credit_score,missing_value,p=0.09
r01878,credit_score,missing_value,p=0.09
r01900,credit_score,missing_value,p=0.09
r01905,credit_score,missing_value,p=0.09
r01906,credit_score,missing_value,p=0.09
r01907,credit_score,missing_value,p=0.09
r01917,credit_score,missing_value,p=0.09
r01918,credit_score,missing_value,p=0.09
r01921,credit_score,missing_value,p=0.09
r01938,credit_score,missing_value,p=0.09
r01943,credit_score,missing_value,p=0.09
r01960,credit_score,missing_value,p=0.09
r01962,credit_score,missing_value,p=0.09
r01967,credit_score,missing_value,p=0.09
r01977,credit_score,missing_value,p=0.09
r00049,AccountType,missing_value,p=0.05
r00064,AccountType,missing_value,p=0.05
r00080,AccountType,missing_value,p=0.05
r00084,AccountType,missing_value,p=0.05
r00086,AccountType,missing_value,p=0.05
r00097,AccountType,missing_value,p=0.05
r00133,AccountType,missing_value,p=0.05
r00141,AccountType,missing_value,p=0.05
r00187,AccountType,missing_value,p=0.05
r00196,AccountType,missing_value,p=0.05
r00215,AccountType,missing_value,p=0.05
r00234,AccountType,missing_value,p=0.05
r00270,AccountType,missing_value,p=0.05
r00382,AccountType,missing_value,p=0.05
r00384,AccountType,missing_value,p=0.05
r00411,AccountType,missing_value,p=0.05
r00412,AccountType,missing_value,p=0.05
r00430,AccountType,missing_value,p=0.05
r00440,AccountType,missing_value,p=0.05
r00442,AccountType,missing_value,p=0.05
r00451,AccountType,missing_value,p=0.05
r00467,AccountType,missing_value,p=0.05
r00470,AccountType,missing_value,p=0.05
r00471,AccountType,missing_value,p=0.05
r00488,AccountType,missing_value,p=0.05
r00492,AccountType,missing_value,p=0.05
r00523,AccountType,missing_value,p=0.05
r00552,AccountType,missing_value,p=0.05
r00614,AccountType,missing_value,p=0.05
r00702,AccountType,missing_value,p=0.05
r00828,AccountType,missing_value,p=0.05
r00829,AccountType,missing_value,p=0.05
r00853,AccountType,missing_value,p=0.05
r00912,AccountType,missing_value,p=0.05
r00957,AccountType,missing_value,p=0.05
r00983,AccountType,missing_value,p=0.05
r00984,AccountType,missing_value,p=0.05
r00986,AccountType,missing_value,p=0.05
r01013,AccountType,missing_value,p=0.05
r01028,AccountType,missing_value,p=0.05
r01052,AccountType,missing_value,p=0.05
r01071,AccountType,missing_value,p=0.05
r01082,AccountType,missing_value,p=0.05
r01084,AccountType,missing_value,p=0.05
r01139,AccountType,missing_value,p=0.05
r01173,AccountType,missing_value,p=0.05
r01187,AccountType,missing_value,p=0.05
r01206,AccountType,missing_value,p=0.05
r01239,AccountType,missing_value,p=0.05
r01255,AccountType,missing_value,p=0.05
r01262,AccountType,missing_value,p=0.05
r01326,AccountType,missing_value,p=0.05
r01330,AccountType,missing_value,p=0.05
r01337,AccountType,missing_value,p=0.05
r01348,AccountType,missing_value,p=0.05
r01366,AccountType,missing_value,p=0.05
r01385,AccountType,missing_value,p=0.05
r01435,AccountType,missing_value,p=0.05
r01448,AccountType,missing_value,p=0.05
r01467,AccountType,missing_value,p=0.05
r01481,AccountType,missing_value,p=0.05
r01501,AccountType,missing_value,p=0.05
r01510,AccountType,missing_value,p=0.05
r01541,AccountType,missing_value,p=0.05
r01542,AccountType,missing_value,p=0.05
r01553,AccountType,missing_value,p=0.05
r01578,AccountType,missing_value,p=0.05
r01586,AccountType,missing_value,p=0.05
r01590,AccountType,missing_value,p=0.05
r01595,AccountType,missing_value,p=0.05
r01620,AccountType,missing_value,p=0.05
r01622,AccountType,missing_value,p=0.05
r01641,AccountType,missing_value,p=0.05
r01659,AccountType,missing_value,p=0.05
r01729,AccountType,missing_value,p=0.05
r01747,AccountType,missing_value,p=0.05
r01751,AccountType,missing_value,p=0.05
r01770,AccountType,missing_value,p=0.05
r01821,AccountType,missing_value,p=0.05
r01832,AccountType,missing_value,p=0.05
r01846,AccountType,missing_value,p=0.05
r01854,AccountType,missing_value,p=0.05
r01872,AccountType,missing_value,p=0.05
r01878,AccountType,missing_value,p=0.05
r01905,AccountType,missing_value,p=0.05
r01906,AccountType,missing_value,p=0.05
r01907,AccountType,missing_value,p=0.05
r01921,AccountType,missing_value,p=0.05
r01962,AccountType,missing_value,p=0.05
r01977,AccountType,missing_value,p=0.05
r00007,account_age,missing_value,p=0.06
r00049,account_age,missing_value,p=0.06
r00064,account_age,missing_value,p=0.06
r00080,account_age,missing_value,p=0.06
r00084,account_age,missing_value,p=0.06
r00086,account_age,missing_value,p=0.06
r00089,account_age,missing_value,p=0.06
r00093,account_age,missing_value,p=0.06
r00097,account_age,missing_value,p=0.06
r00106,account_age,missing_value,p=0.06
r00117,account_age,missing_value,p=0.06
r00133,account_age,missing_value,p=0.06
r00141,account_age,missing_value,p=0.06
r00187,account_age,missing_value,p=0.06
r00196,account_age,missing_value,p=0.06
r00215,account_age,missing_value,p=0.06
r00234,account_age,missing_value,p=0.06
r00258,account_age,missing_value,p=0.06
r00265,account_age,missing_value,p=0.06
r00270,account_age,missing_value,p=0.06
r00276,account_age,missing_value,p=0.06
r00324,account_age,missing_value,p=0.06
r00342,account_age,missing_value,p=0.06
r00382,account_age,missing_value,p=0.06
r00384,account_age,missing_value,p=0.06
r00408,account_age,missing_value,p=0.06
r00411,account_age,missing_value,p=0.06
r00412,account_age,missing_value,p=0.06
r00430,account_age,missing_value,p=0.06
r00440,account_age,missing_value,p=0.06
r00442,account_age,missing_value,p=0.06
r00451,account_age,missing_value,p=0.06
r00467,account_age,missing_value,p=0.06
r00470,account_age,missing_value,p=0.06
r00471,account_age,missing_value,p=0.06
r00488,account_age,missing_value,p=0.06
r00492,account_age,missing_value,p=0.06
r00523,account_age,missing_value,p=0.06
r00552,account_age,missing_value,p=0.06
r00557,account_age,missing_value,p=0.06
r00614,account_age,missing_value,p=0.06
r00671,account_age,missing_value,p=0.06
r00702,account_age,missing_value,p=0.06
r00828,account_age,missing_value,p=0.06
r00829,account_age,missing_value,p=0.06
r00853,account_age,missing_value,p=0.06
r00912,account_age,missing_value,p=0.06
r00957,account_age,missing_value,p=0.06
r00983,account_age,missing_value,p=0.06
r00984,account_age,missing_value,p=0.06
r00986,account_age,missing_value,p=0.06
r01013,account_age,missing_value,p=0.06
r01028,account_age,missing_value,p=0.06
r01039,account_age,missing_value,p=0.06
r01052,account_age,missing_value,p=0.06
r01060,account_age,missing_value,p=0.06
r01062,account_age,missing_value,p=0.06
r01071,account_age,missing_value,p=0.06
r01082,account_age,missing_value,p=0.06
r01084,account_age,missing_value,p=0.06
r01139,account_age,missing_value,p=0.06
r01173,account_age,missing_value,p=0.06
r01187,account_age,missing_value,p=0.06
r01206,account_age,missing_value,p=0.06
r01239,account_age,missing_value,p=0.06
r01255,account_age,missing_value,p=0.06
r01262,account_age,missing_value,p=0.06
r01291,account_age,missing_value,p=0.06
r01298,account_age,missing_value,p=0.06
r01326,account_age,missing_value,p=0.06
r01330,account_age,missing_value,p=0.06
r01337,account_age,missing_value,p=0.06
r01348,account_age,missing_value,p=0.06
r01355,account_age,missing_value,p=0.06
r01366,account_age,missing_value,p=0.06
r01385,account_age,missing_value,p=0.06
r01418,account_age,missing_value,p=0.06
r01435,account_age,missing_value,p=0.06
r01448,account_age,missing_value,p=0.06
r01467,account_age,missing_value,p=0.06
r01481,account_age,missing_value,p=0.06
r01501,account_age,missing_value,p=0.06
r01505,account_age,missing_value,p=0.06
r01510,account_age,missing_value,p=0.06
r01541,account_age,missing_value,p=0.06
r01542,account_age,missing_value,p=0.06
r01553,account_age,missing_value,p=0.06
r01557,account_age,missing_value,p=0.06
r01578,account_age,missing_value,p=0.06
r01586,account_age,missing_value,p=0.06
r01590,account_age,missing_value,p=0.06
r01595,account_age,missing_value,p=0.06
r01620,account_age,missing_value,p=0.06
r01622,account_age,missing_value,p=0.06
r01641,account_age,missing_value,p=0.06
r01659,account_age,missing_value,p=0.06
r01696,account_age,missing_value,p=0.06
r01729,account_age,missing_value,p=0.06
r01743,account_age,missing_value,p=0.06
r01747,account_age,missing_value,p=0.06
r01751,account_age,missing_value,p=0.06
r01770,account_age,missing_value,p=0.06
r01821,account_age,missing_value,p=0.06
r01832,account_age,missing_value,p=0.06
r01835,account_age,missing_value,p=0.06
r01846,account_age,missing_value,p=0.06
r01854,account_age,missing_value,p=0.06
r01860,account_age,missing_value,p=0.06
r01872,account_age,missing_value,p=0.06
r01878,account_age,missing_value,p=0.06
r01905,account_age,missing_value,p=0.06
r01906,account_age,missing_value,p=0.06
r01907,account_age,missing_value,p=0.06
r01921,account_age,missing_value,p=0.06
r01943,account_age,missing_value,p=0.06
r01960,account_age,missing_value,p=0.06
r01962,account_age,missing_value,p=0.06
r01967,account_age,missing_value,p=0.06
r01977,account_age,missing_value,p=0.06
r00003,avg12_tx,missing_value,p=0.15
r00007,avg12_tx,missing_value,p=0.15
r00011,avg12_tx,missing_value,p=0.15
r00028,avg12_tx,missing_value,p=0.15
r00029,avg12_tx,missing_value,p=0.15
r00048,avg12_tx,missing_value,p=0.15
r00049,avg12_tx,missing_value,p=0.15
r00063,avg12_tx,missing_value,p=0.15
r00064,avg12_tx,missing_value,p=0.15
r00066,avg12_tx,missing_value,p=0.15
r00080,avg12_tx,missing_value,p=0.15
r00084,avg12_tx,missing_value,p=0.15
r00086,avg12_tx,missing_value,p=0.15
r00088,avg12_tx,missing_value,p=0.15
r00089,avg12_tx,missing_value,p=0.15
r00093,avg12_tx,missing_value,p=0.15
r00097,avg12_tx,missing_value,p=0.15
r00098,avg12_tx,missing_value,p=0.15
r00106,avg12_tx,missing_value,p=0.15
r00110,avg12_tx,missing_value,p=0.15
r00117,avg12_tx,missing_value,p=0.15
r00120,avg12_tx,missing_value,p=0.15
r00133,avg12_tx,missing_value,p=0.15
r00140,avg12_tx,missing_value,p=0.15
r00141,avg12_tx,missing_value,p=0.15
r00148,avg12_tx,missing_value,p=0.15
r00155,avg12_tx,missing_value,p=0.15
r00182,avg12_tx,missing_value,p=0.15
r00184,avg12_tx,missing_value,p=0.15
r00187,avg12_tx,missing_value,p=0.15
r00194,avg12_tx,missing_value,p=0.15
r00196,avg12_tx,missing_value,p=0.15
r00215,avg12_tx,missing_value,p=0.15
r00229,avg12_tx,missing_value,p=0.15
r00232,avg12_tx,missing_value,p=0.15
r00233,avg12_tx,missing_value,p=0.15
r00234,avg12_tx,missing_value,p=0.15
r00258,avg12_tx,missing_value,p=0.15
r00265,avg12_tx,missing_value,p=0.15
r00270,avg12_tx,missing_value,p=0.15
r00276,avg12_tx,missing_value,p=0.15
r00284,avg12_tx,missing_value,p=0.15
r00290,avg12_tx,missing_value,p=0.15
r00293,avg12_tx,missing_value,p=0.15
r00297,avg12_tx,missing_value,p=0.15
r00317,avg12_tx,missing_value,p=0.15
r00324,avg12_tx,missing_value,p=0.15
r00336,avg12_tx,missing_value,p=0.15
r00338,avg12_tx,missing_value,p=0.15
r00342,avg12_tx,missing_value,p=0.15
r00345,avg12_tx,missing_value,p=0.15
r00347,avg12_tx,missing_value,p=0.15
r00351,avg12_tx,missing_value,p=0.15
r00382,avg12_tx,missing_value,p=0.15
r00384,avg12_tx,missing_value,p=0.15
r00403,avg12_tx,missing_value,p=0.15
r00408,avg12_tx,missing_value,p=0.15
r00411,avg12_tx,missing_value,p=0.15
r00412,avg12_tx,missing_value,p=0.15
r00422,avg12_tx,missing_value,p=0.15
r00425,avg12_tx,missing_value,p=0.15
r00430,avg12_tx,missing_value,p=0.15
r00440,avg12_tx,missing_value,p=0.15
r00442,avg12_tx,missing_value,p=0.15
r00443,avg12_tx,missing_value,p=0.15
r00445,avg12_tx,missing_value,p=0.15
r00451,avg12_tx,missing_value,p=0.15
r00463,avg12_tx,missing_value,p=0.15
r00467,avg12_tx,missing_value,p=0.15
r00470,avg12_tx,missing_value,p=0.15
r00471,avg12_tx,missing_value,p=0.15
r00488,avg12_tx,missing_value,p=0.15
r00490,avg12_tx,missing_value,p=0.15
r00492,avg12_tx,missing_value,p=0.15
r00496,avg12_tx,missing_value,p=0.15
r00502,avg12_tx,missing_value,p=0.15
r00508,avg12_tx,missing_value,p=0.15
r00510,avg12_tx,missing_value,p=0.15
r00513,avg12_tx,missing_value,p=0.15
r00514,avg12_tx,missing_value,p=0.15
r00519,avg12_tx,missing_value,p=0.15
r00523,avg12_tx,missing_value,p=0.15
r00550,avg12_tx,missing_value,p=0.15
r00552,avg12_tx,missing_value,p=0.15
r00557,avg12_tx,missing_value,p=0.15
r00562,avg12_tx,missing_value,p=0.15
r00565,avg12_tx,missing_value,p=0.15
r00569,avg12_tx,missing_value,p=0.15
r00571,avg12_tx,missing_value,p=0.15
r00579,avg12_tx,missing_value,p=0.15
r00583,avg12_tx,missing_value,p=0.15
r00586,avg12_tx,missing_value,p=0.15
r00605,avg12_tx,missing_value,p=0.15
r00613,avg12_tx,missing_value,p=0.15
r00614,avg12_tx,missing_value,p=0.15
