"ID","SEX","CITY","PROVINCE","FULLNAME","AGE","IsMarried","FAMILYID","RACE","Income","IsHomeOwner","HOMEVALUE","RENTVALUE","IsEduBachelors","IsUnemployed","AME","AMB","credit_score","AccountType","account_age","avg12_tx","BankIsPrimary","avg12_tx_volume","loan_status","credit_card_status","overdraft_usage","branch_visits","digital_usage_level","customer_service","complaints_filed","satisfaction_level","MobilePhone","CardNumber","CardType","Email","BankPresenceRating","ChurnProbability"
315790,"M","Fort Saskatchewan","AB","PULLISHY TREVOR",46,"False",,"White",122466.00,"True",603288.00,0.00,"False","False",10206,27258.22,770.00,"Checking",7,109.00,"True",6417.26,"Mortgage","True","False",11,"High",3,0,3,"825-632-9299T","4510 1324T 2246 9284","CREDIT","TPULLISHYTREVOR@rand.att.net",0.09,0.16
95406,"M","Montreal","QC","LAUZON GILBERT",22,"False",,"White",7479.00,"False",0.00,712.00,"True","False",1116,4027.23,419.00,"Savings; Checking",7,78.00,"True",637.86,,"False","False",0,"High",3,0,7,"418-524-5569T","4510 1655T 8057 9344","DEBIT","TLG3870722@synth.zoho.com",0.18,0.08
76257,"M","Montreal","QC","DELAGE ARTHUR",36,"False",,"White",72260.00,"True",581586.00,0.00,"True","False",4089,47017.97,716.00,"Investment",21,17.30,"False",45.23,,"True","True",0,"Low",6,6,1,"579-434-2649T","4510 1391T 1537 5088","CREDIT","TDA70965956@test.icloud.com",0.18,0.61
287177,"F","Peterborough","ON","HAMILTON JOANNE",25,"True",,"White",63175.00,"True",473415.00,0.00,"False","False",3546,15839.70,645.00,"Credit",9,17.01,"False",14.83,"Mortgage","True","False",0,"Medium",2,0,6,"343-306-2264T","4510 1685T 0625 9017","DEBIT","THJ582627@non.jumo.com",0.13,0.20
223549,"M","Vaughan","ON","BALTZER CRAIG",25,"False",,"White",141158.00,"True",1238022.00,0.00,"True","False",2045,23007.67,748.00,"Credit; Investment; Checking",14,71.00,"True",1246.63,"Mortgage","False","True",0,"High",3,4,3,"437-108-5894T","4514 0191T 9464 5095","CREDIT","TBALTZERdearBuzzard77@test.netZero.com",0.15,0.30
653,"M","Toronto","ON","WU BOBBY",38,"True","7w0OTTtg","White",90644.00,"False",0.00,1974.00,"True","False",5688,55552.24,682.00,"Joint; Credit",11,11.74,"False",81.27,"Personal Loan","False","False",10,"Medium",2,0,5,"647-479-4198T","5415 9082T 0390 1816","CREDIT","TWB69759769@synth.icloud.com",0.15,0.10
50492,"M","Toronto","ON","OSBORN RICHARD",36,"False",,"White",140544.00,"True",1999383.00,0.00,"True","False",7091,30263.13,740.00,"Credit",18,18.15,"False",69.54,"Mortgage","True","False",11,"Medium",2,4,1,"365-590-2667T","4510 1622T 1445 7929","DEBIT","TOR091564744@test.neo.com",0.15,0.47
166654,"F","Quebec City","QC","DESBIENS ISABELLE",35,"False",,"White",69268.00,"True",334223.00,0.00,"True","False",3678,12029.54,626.00,"Credit",4,89.00,"True",2616.96,"Mortgage","False","False",0,"High",4,1,5,"418-367-8755T","5415 9096T 9785 3522","CREDIT","TDI273758@rand.jumo.com",0.16,0.13
4978,"M","Toronto","ON","GARRIOCH SCOTT",48,"True","erQdvgYW","Asian",87808.00,"True",1178775.00,0.00,"True","False",5441,31215.12,779.00,"Investment; Credit; Joint",8,64.00,"True",3087.83,"Mortgage","True","False",8,"High",4,3,2,"249-239-9313T","4514 0153T 6144 1062","CREDIT","TGS2048157@non.netZero.com",0.15,0.20
181400,"F","Mississauga","ON","LECOURS ELEANOR",30,"True",,"Asian",92065.00,"True",1090026.00,0.00,"True","False",5066,14802.57,720.00,"Joint",4,38.77,"False",15.27,"Mortgage","False","False",0,"Medium",2,0,6,"548-762-4358T","4510 1524T 6965 8517","CREDIT","TLE13628988@fake.iCloud.com",0.17,0.12
103254,"F","Vancouver","BC","ROBIN JOHNSON",26,"False",,"White",69622.00,"True",1353133.00,0.00,"True","True",4214,6080.47,824.00,"Credit",4,0.88,"False",28.64,"Personal Loan","True","False",0,"Low",5,0,6,"778-872-7534T","4514 0130T 6912 0093","CREDIT","TROBINF21@test.outlook.com",0.13,0.32
235699,"M","St. Catharines","ON","VASSEUR DAVID",46,"False",,"White",71338.00,"True",760745.00,0.00,"True","False",4213,65109.70,731.00,"Investment; Checking; Credit",13,43.00,"True",2758.07,"Mortgage","True","False",0,"Medium",7,2,2,"753-528-7619T","4510 1685T 7844 9232","DEBIT","TVASSEURDAVID@test.hotmail.com",0.13,0.15
254305,"M","Abbotsford","BC","PSEFTEAS PETER",28,"False",,"Native",107184.00,"True",739271.00,0.00,"True","False",3251,10674.11,706.00,"Checking; Credit",4,9.53,"False",11.10,"Mortgage","False","False",0,"Low",4,1,4,"672-964-9657T","5415 9095T 2931 0424","CREDIT","TPSEFTEAS_PETER11@non.aol.com",0.16,0.07
115170,"M","Vancouver","BC","FRANCES KLINE",25,"False",,"Asian",109005.00,"True",1495416.00,0.00,"True","False",2180,19217.58,728.00,"Investment; Checking",9,20.79,"False",12.32,"Mortgage","True","False",0,"Medium",2,2,2,"236-412-5300T","4510 1387T 2598 0374","CREDIT","TFRANCES_KLINE3@rand.yahoo.com",0.13,0.18
116633,"M","Vancouver","BC","WELTI MICHAEL",22,"False",,"Asian",31986.00,"False",0.00,1036.00,"False","False",1786,5885.04,442.00,"Checking; Savings",5,7.30,"False",12.13,,"False","False",0,"Low",4,2,2,"778-849-4722T","4514 0153T 3970 9620","CREDIT","TWELTI_MICHAEL89@test.zoho.com",0.13,0.08
246464,"M","Burlington","ON","PATRICK CLARK",35,"False",,"White",125881.00,"True",1182614.00,0.00,"True","False",8445,11961.35,723.00,"Credit",4,12.23,"False",32.48,"Mortgage","True","False",8,"Medium",2,0,4,"905-179-3453T","5415 9046T 0726 9018","CREDIT","TPACLgutturalBuck91963@rand.bla.com",0.16,0.13
209488,"M","London","ON","NOAH DAVIS",41,"False",,"White",98235.00,"True",631643.00,0.00,"True","False",4002,24888.64,713.00,"Investment",4,17.76,"False",36.89,"Mortgage","True","True",5,"Medium",2,4,2,"613-818-4827T","5415 9059T 4217 4281","CREDIT","TND0661@rand.icloud.com",0.17,0.32
309039,"M","Campbell River","BC","ERIC FLORES",34,"False",,"Native",91669.00,"True",790978.00,0.00,"False","False",2575,10485.77,706.00,"Checking",8,7.66,"False",9.23,"Personal Loan","False","False",5,"Low",5,0,4,"236-606-5078T","4514 0173T 0769 3913","CREDIT","TEF756265@rand.netZero.com",0.13,0.05
248515,"M","Kelowna","BC","RITCHIE JOEY",29,"False",,"White",108653.00,"True",968535.00,0.00,"True","False",3542,11785.60,706.00,"Credit; Checking",19,7.24,"False",16.42,"Mortgage","False","False",12,"Low",5,0,5,"672-443-1993T","4510 1372T 5363 1559","CREDIT","TRJ9288651505@synth.zoho.com",0.16,0.05
125836,"M","Calgary","AB","KEY DARREN",22,"True","NQ6COEB5","Asian",17134.00,"False",0.00,863.00,"False","False",1995,5066.09,453.00,"Savings",15,46.00,"True",1562.96,,"False","True",7,"High",4,0,6,"825-816-1488T","4510 1397T 5502 9609","CREDIT","TKEY_DARREN34@rand.cogeco.ca",0.14,0.12
268747,"F","Ajax","ON","HALL VELMA",31,"True",,"Asian",113370.00,"True",1101470.00,0.00,"True","False",9448,13014.19,747.00,"Joint",3,8.13,"False",24.23,"Mortgage","True","False",0,"Low",6,0,7,"548-599-2866T","4510 1545T 0839 5438","CREDIT","THV786971574@rand.bla.com",0.17,0.08
186595,"F","Brampton","ON","ADAMS ERIN",35,"True",,"Asian",79803.00,"True",1069592.00,0.00,"False","False",3632,54538.64,732.00,"Investment; Checking; Joint",15,51.00,"True",2778.46,,"True","False",0,"High",4,3,2,"753-608-4933T","5415 9076T 1156 8007","CREDIT","TAE6841588@non.aol.com",0.17,0.10
81994,"F","Montreal","QC","WALKER ROLLAND",50,"True","EKRx4F3f","Black",65560.37,"True",667216.00,0.00,"True","False",4349,18129.97,730.00,"Credit; Joint; Checking",4,10.43,"False",43.29,"Mortgage","False","False",10,"Medium",5,0,4,"468-740-8731T","4514 0194T 2620 9861","CREDIT","TWR5709610@test.iCloud.com",0.18,0.13
95526,"F","Montreal","QC","DENAULT GERMAINE",47,"True",,"White",68487.00,"True",335203.00,0.00,"True","False",4742,31284.84,724.00,"Credit; Checking; Joint",4,56.00,"True",3085.45,"Mortgage","True","True",11,"High",4,1,5,"418-269-3304T","4512 2317T 4809 2645","CREDIT","TDG02031614@fake.aol.com",0.18,0.06
213296,"M","Victoria","BC","PEART DANIEL",41,"False",,"White",70308.00,"True",612246.00,0.00,"True","True",3160,34140.66,844.00,"Credit; Investment",4,51.00,"True",1865.23,"Mortgage","False","False",0,"High",4,1,3,"236-602-7453T","4519 9240T 5047 2262","DEBIT","TPD4780060834@fake.mail.com",0.18,0.08
280219,"M","Saint-Jerome","QC","PEDNEAULT SYLVAIN",47,"False",,"White",71227.00,"True",432782.00,0.00,"False","False",3575,106654.21,700.00,"Checking",17,15.18,"False",22.84,"Mortgage","True","False",0,"Medium",2,4,1,"418-148-8818T","4512 2397T 8990 5268","CREDIT","TPS9405@non.bla.com",0.14,0.42
299005,"F","Beloeil","QC","DESJARDINS MANON",52,"False",,"White",72983.00,"True",493796.00,0.00,"True","False",4069,28901.09,697.00,"Credit",3,88.00,"True",2463.67,"Mortgage","False","False",5,"High",4,4,2,"263-596-8716T","4510 1625T 7892 4679","DEBIT","TthriftyCod8DEMA@test.mail.com",0.11,0.22
32267,"F","Toronto","ON","JACOB MEZA",37,"True",,"White",79739.00,"False",0.00,1905.00,"True","False",5677,19806.36,628.00,"Joint",11,66.00,"True",4286.03,,"False","True",0,"High",4,1,4,"289-977-7862T","4514 0123T 3389 0830","CREDIT","TJM0769186923@fake.bla.com",0.15,0.05
102636,"M","Montreal","QC","HAMILTON GUY",25,"True",,"Asian",72712.00,"True",633684.00,0.00,"True","False",4124,16640.89,688.00,"Credit",5,18.64,"False",16.83,"Auto Loan","True","False",12,"Low",5,0,6,"354-132-3730T","4510 1619T 7536 0120","DEBIT","THAMILTONM39@synth.netZero.com",0.18,0.23
77295,"M","Montreal","QC","HOULE PATRICK",31,"False",,"Asian",62645.00,"True",502466.00,0.00,"False","False",3161,15238.95,640.00,"Credit",5,5.00,"False",22.16,"Mortgage","False","False",5,"Low",5,0,6,"450-834-8544T","5415 9042T 1131 4063","CREDIT","THP2564674@rand.outlook.com",0.18,0.11
62948,"F","Toronto","ON","FERNANDEZ EVANGELINE",20,"True",,"Asian",22111.00,"False",0.00,454.00,"False","False",2123,5913.77,468.00,"Checking; Joint; Savings",9,8.22,"False",22.94,,"False","True",9,"Medium",2,1,6,"226-731-5671T","4519 9239T 9190 3077","DEBIT","TFERNANDEZ_EVANGELINE16@non.zoho.com",0.15,0.10
175859,"M","Mississauga","ON","JOSEPH RALPH",38,"False",,"White",113915.00,"True",1259874.00,0.00,"True","False",9493,38367.25,763.00,"Investment",4,59.00,"True",7118.94,"Mortgage","False","False",0,"High",4,3,1,"519-429-2289T","4519 9257T 5279 0630","DEBIT","TJR23073@test.aol.com",0.17,0.12
348148,"F","Muskoka Falls","ON","LAMBERT HELEN",40,"False",,"Black",47038.00,"True",265465.00,0.00,"False","False",2245,12540.29,608.00,"Checking",18,4.09,"False",9.73,,"False","False",6,"Low",6,1,5,"343-645-8544T","5415 9029T 9399 5828","CREDIT","TLH0760736345@rand.hotmail.com",0.13,0.61
315695,"F","Keswick","ON","PROUTY DOROTHY",30,"False",,"Asian",40654.00,"True",224578.00,0.00,"True","False",1867,7938.27,641.00,"Checking",4,2.49,"False",6.46,,"True","True",0,"Low",4,0,7,"905-522-5047T","4512 2373T 9275 2637","CREDIT","TPD137350@fake.jumo.com",0.15,0.26
50756,"F","Toronto","ON","NAKOGEE PAULINE",42,"True",,"Asian",73591.00,"True",1314912.00,0.00,"True","False",4258,25838.53,710.00,"Credit; Checking; Joint",4,97.00,"True",2194.23,"Mortgage","True","False",0,"High",4,2,3,"647-197-4455T","5415 9093T 5543 7275","CREDIT","TNP2464675@fake.att.net",0.15,0.06
354388,"M","Marmora and Lake","ON","CHAO LUKE",21,"False",,"Asian",32515.00,"True",246452.00,0.00,"False","False",1531,8428.98,495.00,"Savings; Checking",15,9.38,"False",3.47,,"False","False",11,"Medium",2,1,3,"343-253-3859T","5415 9028T 0132 4258","CREDIT","TCHAO_LUKE51@non.zoho.com",0.14,0.25
208962,"F","London","ON","BANTS PATTY",40,"True",,"Asian",78732.00,"True",857237.00,0.00,"True","False",3721,45014.61,744.00,"Checking",11,18.00,"False",49.54,"Mortgage","False","False",0,"Medium",2,1,6,"705-795-2552T","4519 9222T 5650 4450","DEBIT","TBP931603619@test.live.com",0.17,0.11
181447,"F","Mississauga","ON","LETELLIER YVETTE",48,"True",,"Asian",100547.00,"True",1283859.00,0.00,"True","False",8379,45380.23,804.00,"Checking",38,100.00,"True",5673.31,"Personal Loan","True","True",6,"High",4,2,3,"613-485-8646T","5415 9062T 4976 3997","CREDIT","TLY948900744@rand.zoho.com",0.17,0.14
292694,"M","Sault Ste. Marie","ON","LORENZINI LIVIO",38,"False",,"White",58395.00,"True",202855.00,0.00,"True","False",3735,6435.59,620.00,"Checking",21,13.38,"False",30.65,,"True","False",1,"Medium",2,1,5,"519-443-9209T","4510 1370T 9232 4269","CREDIT","TLORENZINILIVIO@rand.bla.com",0.12,0.17
42391,"M","Toronto","ON","RYAN LUCAS",48,"True",,"White",78151.00,"True",1263486.00,0.00,"True","False",4888,89367.58,780.00,"Credit",4,43.00,"True",2787.98,"Mortgage","True","False",2,"High",3,0,6,"249-370-2079T","4512 2329T 5972 4100","CREDIT","TRL88780@test.gmail.com",0.15,0.06
34067,"M","Toronto","ON","SAGL EDUARD",36,"True",,"White",93375.00,"True",1149482.00,0.00,"False","False",5063,39190.61,721.00,"Investment",18,11.66,"False",26.52,"Mortgage","True","False",0,"Medium",2,0,5,"519-697-5189T","4519 9283T 5677 8946","DEBIT","TSAGLEDUARD@rand.yahoo.com",0.15,0.08
157844,"F","Winnipeg","MB","FRIESEN SUSAN",42,"False",,"Native",64592.00,"True",411111.00,0.00,"True","False",4229,4916.93,633.00,"Checking",14,95.00,"True",2430.39,"Mortgage","True","True",0,"High",4,0,5,"204-215-8075T","4510 1696T 8606 2099","DEBIT","TcrummyViper9FRSU@synth.netZero.com",0.18,0.14
52109,"F","Toronto","ON","SYLVESTER SUSAN",46,"True",,"Latino",102721.00,"True",1694314.00,0.00,"True","False",8560,106767.55,798.00,"Credit",12,87.00,"True",4794.59,"Mortgage","False","False",0,"High",3,1,4,"548-662-4941T","4510 1553T 7413 7329","CREDIT","TSS8859933@rand.hotmail.com",0.15,0.06
303977,"M","Quinte West","ON","SPADAFORE RONALD",30,"False",,"White",63038.00,"True",353517.00,0.00,"True","False",2789,9354.65,662.00,"Credit",14,7.01,"False",71.81,"Mortgage","True","True",0,"Low",5,0,6,"807-800-4212T","4510 1568T 2358 4802","CREDIT","TSR7972034077@test.aol.com",0.12,0.25
282896,"M","Saint-Jean-sur-Richelieu","QC","D'AMOURS LAURENT",37,"False",,"White",70405.00,"True",476711.00,0.00,"True","False",2790,29283.06,678.00,"Checking",10,17.37,"False",58.40,"Mortgage","False","False",8,"Medium",2,1,4,"579-291-5520T","4510 1317T 2362 3650","CREDIT","TD'LAgloomyDoves01973@test.att.net",0.10,0.14
70838,"F","Toronto","ON","WAGNER SANDRA",37,"True","tFr3NdGN","White",87242.00,"True",1172507.00,0.00,"True","False",5719,47053.85,771.00,"Credit",17,101.00,"True",4274.70,"Mortgage","True","True",0,"High",3,2,2,"289-567-7658T","5415 9089T 6778 3183","CREDIT","TbetrayedPiglet9WASA@rand.mail.com",0.15,0.08
267563,"F","Kingston","ON","BERLINGUETTE SUSAN",36,"True","BX8NOf26","White",73360.00,"True",704085.00,0.00,"True","False",3632,22759.78,717.00,"Checking",11,33.00,"True",2408.16,,"True","True",0,"High",5,1,5,"519-652-6089T","4510 1532T 1391 9672","CREDIT","TBS828578@synth.aol.com",0.14,0.12
365308,"F","Killarney","ON","HARVEY JUDITH",20,"False",,"Others",11341.00,"False",0.00,439.00,"False","False",836,2334.83,454.00,"Savings",7,7.96,"False",3.60,,"False","False",0,"Medium",2,1,5,"437-397-1578T","4519 9218T 4618 9915","DEBIT","THJ332609145@synth.bla.com",0.15,0.08
3767,"F","Toronto","ON","CETINKAYA PATRICIA",37,"True",,"Asian",132017.00,"True",1344032.00,0.00,"True","False",11001,45222.97,789.00,"Credit",10,23.08,"False",51.03,"Personal Loan","True","False",5,"Low",5,1,4,"905-595-8065T","4510 1533T 0963 9519","CREDIT","TCP3481@synth.bla.com",0.15,0.09
24889,"F","Toronto","ON","JEFFREY KING",34,"True","arIyCaqV","Asian",58865.65,"True",1207854.00,0.00,"True","False",3746,20073.38,716.00,"Checking",15,90.00,"True",2876.26,"Personal Loan","True","False",0,"High",3,1,3,"548-375-9042T","4510 1655T 6455 2232","DEBIT","TJK4744583505@rand.gmail.com",0.15,0.16
301419,"M","Rimouski","QC","RYCHARD LARRY",42,"False",,"White",75023.00,"True",250680.00,0.00,"True","False",2737,30555.56,697.00,"Checking",7,99.00,"True",1436.13,"Mortgage","False","False",2,"High",4,3,3,"873-879-5884T","4510 1591T 9490 8163","CREDIT","TRL734623@non.proton.com",0.13,0.27
111935,"F","Vancouver","BC","CROSS JUDY",41,"False",,"White",73979.00,"True",1450809.00,0.00,"True","False",3815,65797.43,701.00,"Investment",30,115.00,"True",2441.54,"Personal Loan","True","False",0,"High",4,0,8,"604-807-1030T","4510 1520T 1848 9271","CREDIT","TCJ8162@fake.bla.com",0.13,0.14
315438,"F","Conception Bay South","NL","HICKS SHERRY",38,"False",,"White",128574.00,"True",427942.00,0.00,"True","False",10714,24301.10,714.00,"Checking; Credit",15,111.00,"True",5936.84,"Mortgage","True","False",2,"High",4,2,3,"709-234-6439T","4519 9291T 5834 6376","DEBIT","THS8752056334@test.iCloud.com",0.13,0.09
174276,"F","Hamilton","ON","CROW DENISE",46,"False",,"Black",74715.00,"True",710815.00,0.00,"True","False",3173,28147.00,718.00,"Checking",12,101.00,"True",2493.44,"Mortgage","True","False",0,"High",4,0,7,"705-627-3874T","4514 0194T 3957 6779","CREDIT","TCD43790@rand.mail.com",0.15,0.08
173555,"M","Hamilton","ON","MCDONNELL EDWARD",28,"False",,"White",69426.00,"True",842039.00,0.00,"True","False",3291,8630.54,666.00,"Credit",4,6.59,"False",21.40,"Personal Loan","True","False",3,"Low",4,1,5,"249-666-3571T","4510 1575T 6983 1203","CREDIT","TMCDONNELLsheepishBass318@test.att.net",0.15,0.16
14704,"M","Toronto","ON","KRISTY WILKINS",46,"False",,"White",113597.00,"True",662426.00,0.00,"True","False",9466,15225.73,745.00,"Checking",29,46.00,"True",7391.37,"Mortgage","True","False",2,"High",4,2,1,"548-830-3674T","4514 0187T 4123 3919","CREDIT","TKW2246043@test.gmail.com",0.15,0.10
195511,"M","Kitchener","ON","CHARLEBOIS DALTON",46,"True",,"White",117534.00,"True",982995.00,0.00,"True","False",9794,55974.75,799.00,"Investment",17,14.02,"False",27.95,"Mortgage","False","False",0,"Medium",2,0,5,"437-370-3903T","4510 1524T 5726 8452","CREDIT","TCD78709406@rand.neo.com",0.15,0.12
127319,"F","Calgary","AB","AUGER GINA",43,"False",,"White",88477.00,"True",587404.00,0.00,"False","False",4255,63945.49,711.00,"Checking",3,30.00,"True",2531.50,"Mortgage","False","False",0,"Medium",6,1,6,"368-167-1658T","4510 1540T 8454 1076","CREDIT","TAG86727732@fake.cogeco.ca",0.14,0.06
111794,"F","Vancouver","BC","GLASMANN KARINA",21,"False",,"White",15501.00,"False",0.00,1056.00,"False","False",1147,6059.47,430.00,"Savings",9,69.00,"True",714.35,,"False","True",10,"High",4,2,6,"778-988-7331T","5415 9051T 9710 2349","CREDIT","TGLASMANNanxiousJaguar590@non.iCloud.com",0.13,0.15
74733,"F","Montreal","QC","JONATHAN HARRIS",24,"False",,"White",75325.00,"False",0.00,692.00,"True","False",2058,19886.90,533.00,"Investment",7,16.58,"False",24.97,,"False","False",0,"Medium",2,0,5,"468-718-4215T","4512 2310T 7839 9672","CREDIT","TJONATHAN_HARRIS12@synth.zoho.com",0.18,0.07
177176,"M","Mississauga","ON","TAYLOR CALVIN",49,"False",,"White",97269.00,"True",1063800.00,0.00,"True","False",4728,98811.94,754.00,"Credit",4,67.00,"True",2481.30,"Personal Loan","True","True",5,"High",5,4,2,"753-153-8938T","4510 1347T 5024 6031","CREDIT","TTC7357113153@test.netZero.com",0.17,0.25
39149,"F","Toronto","ON","KOOSTACHIN ALISON",29,"False",,"Asian",86528.00,"True",1007185.00,0.00,"True","True",3780,22666.31,833.00,"Checking",4,9.49,"False",9.63,"Mortgage","True","False",10,"Low",6,2,4,"905-931-3291T","4519 9293T 9409 3681","DEBIT","TKA80581@fake.netZero.com",0.15,0.32
35759,"M","Toronto","ON","MICHAEL LEONARD",47,"False",,"Asian",80922.00,"True",709910.00,0.00,"True","False",5020,30266.09,692.00,"Checking; Credit",17,116.00,"True",3552.95,"Mortgage","True","False",5,"High",5,3,1,"647-837-1591T","4510 1655T 9511 7643","DEBIT","TMICHAELLEONARD@synth.netZero.com",0.15,0.20
23745,"F","Toronto","ON","MILLER JOANI",36,"False",,"Asian",86532.00,"True",1176141.00,0.00,"True","False",4209,41726.36,729.00,"Checking",9,73.00,"True",2526.82,"Mortgage","True","True",0,"High",4,3,5,"343-630-3075T","4512 2362T 0819 2935","CREDIT","TthrilledBobolink6MIJO@fake.netZero.com",0.15,0.21
267851,"F","Ajax","ON","SHULIST THALIA",34,"False",,"Asian",99193.00,"True",971542.00,0.00,"True","False",3231,30906.03,759.00,"Checking; Investment",20,82.00,"True",1970.30,"Mortgage","False","False",0,"High",4,3,5,"437-962-7432T","4514 0125T 5347 4206","CREDIT","TST2970501626@fake.neo.com",0.17,0.10
157352,"F","Winnipeg","MB","PETKAU THERESA",44,"True",,"White",69216.00,"True",441546.00,0.00,"True","True",5113,24154.82,817.00,"Checking",12,11.45,"False",68.97,"Mortgage","True","False",5,"Medium",2,0,8,"431-597-8332T","4512 2365T 0847 3278","CREDIT","TPT84743724@synth.proton.com",0.18,0.11
149482,"M","Ottawa","ON","FRALICK GARY",30,"False",,"White",62973.00,"True",640289.00,0.00,"True","True",3177,10225.59,794.00,"Checking; Credit",4,8.50,"False",29.11,"Mortgage","True","True",4,"Low",4,3,3,"807-527-5829T","4519 9233T 8014 7589","DEBIT","TFG2146@rand.hotmail.com",0.14,0.36
226570,"F","Windsor","ON","HOLMES HOLLY",28,"True",,"White",64071.00,"True",433553.00,0.00,"True","False",3266,16626.76,683.00,"Checking; Joint; Credit",4,6.56,"False",28.39,"Mortgage","False","False",7,"Low",5,0,7,"365-154-1223T","4510 1629T 3876 1857","DEBIT","THOLMES_HOLLY99@non.proton.com",0.16,0.08
255863,"M","Levis","QC","LOISELLE MARIO",38,"True","qbkq9hRw","White",134794.05,"True",210789.00,0.00,"True","False",11233,10753.34,724.00,"Credit",17,17.08,"False",22.82,"Mortgage","False","True",0,"Medium",2,1,5,"468-497-7986T","4512 2394T 3425 9170","CREDIT","TLOISELLEMARIO@synth.outlook.com",0.11,0.05
60469,"F","Toronto","ON","WOOD CARLA",22,"False",,"White",25247.00,"False",0.00,1055.00,"False","False",1582,6836.74,447.00,"Checking",4,7.21,"False",21.87,,"False","True",0,"Medium",2,0,6,"613-408-7008T","5415 9098T 5532 8484","CREDIT","TWOODlazyOtter329@rand.yahoo.com",0.15,0.08
228403,"M","Windsor","ON","JOSEPH WILLIS",44,"True",,"White",82772.00,"True",421308.00,0.00,"False","False",3979,117240.94,729.00,"Investment; Checking",29,71.00,"True",2576.77,,"True","True",0,"High",3,5,1,"705-562-6055T","4514 0132T 4401 9162","CREDIT","TJOWIyearningDingo71960@synth.bla.com",0.16,0.18
182662,"M","Mississauga","ON","GREEN NORTHAM",45,"True","wJ1Oy2Hj","White",96736.36,"True",1077103.00,0.00,"True","False",4644,52105.21,780.00,"Checking",34,14.76,"False",2.55,"Auto Loan","True","True",1,"Low",5,0,6,"548-585-5824T","4519 9270T 1908 4457","DEBIT","TGN0216428677@rand.yahoo.com",0.17,0.10
216132,"F","Markham","ON","TOOLE LINDA",47,"True",,"Asian",75287.00,"True",1354937.00,0.00,"True","False",4573,71607.21,800.00,"Joint",13,52.00,"True",2563.63,"Mortgage","True","False",0,"High",4,4,1,"905-149-2726T","4512 2346T 4173 1396","CREDIT","TspiritedUnicorn8TOLI@non.bla.com",0.12,0.26
41509,"F","Toronto","ON","DUPUIS HELENE",45,"True",,"White",109719.00,"True",1182303.00,0.00,"True","False",7018,21542.48,767.00,"Checking",4,112.00,"True",4229.40,"Mortgage","True","False",0,"High",4,0,7,"807-374-9311T","4514 0116T 5568 3469","CREDIT","TDH679044072@rand.outlook.com",0.15,0.08
230125,"M","Gatineau","QC","QUIRION GUY",50,"False",,"White",77286.00,"True",473318.00,0.00,"False","False",3580,94026.32,693.00,"Checking",19,36.00,"True",1876.56,"Mortgage","True","False",10,"High",4,0,3,"263-235-7673T","4510 1614T 8330 2292","DEBIT","TQG59850@rand.att.net",0.11,0.17
311523,"M","Orillia","ON","LEFEVRE JERRY",55,"False",,"White",72832.00,"True",550603.00,0.00,"False","True",4500,33006.72,835.00,"Checking",11,36.00,"True",3127.15,"Mortgage","True","False",2,"High",4,1,4,"249-805-4023T","4512 2366T 0895 6410","CREDIT","TLEFEVREJERRY@test.outlook.com",0.12,0.04
6665,"F","Toronto","ON","JONES ALMA",26,"False",,"Asian",93169.00,"True",1031351.00,0.00,"True","False",3858,9363.07,678.00,"Credit; Checking; Investment",8,7.34,"False",21.32,"Mortgage","True","False",0,"Low",4,0,6,"226-326-4988T","4514 0188T 6754 2967","CREDIT","TJA854845036@non.comcast.net",0.15,0.15
271017,"F","Terrebonne","QC","JALBERT KATHY",45,"False",,"White",74763.00,"True",519501.00,0.00,"True","False",3309,21103.83,659.00,"Investment",33,101.00,"True",1720.03,"Mortgage","False","False",0,"High",4,3,4,"468-758-5873T","4510 1319T 3306 7982","CREDIT","TJK1858411303@rand.icloud.com",0.11,0.21
244964,"F","Richmond Hill","ON","AUCLAIR DEBBIE",40,"False",,"Asian",74886.00,"False",0.00,2324.00,"False","True",3207,36052.66,738.00,"Checking",26,12.42,"False",16.58,"Auto Loan","True","False",0,"Medium",2,1,6,"416-328-6448T","5415 9029T 0032 1508","CREDIT","TdreadfulCow8AUDE@test.cogeco.ca",0.14,0.09
72081,"F","Toronto","ON","READ NANCY",24,"False",,"Black",35933.00,"False",0.00,1101.00,"True","False",1868,5844.60,450.00,"Savings; Checking",5,98.00,"True",1194.65,,"False","False",0,"High",3,2,4,"519-287-8897T","4512 2343T 7380 8612","CREDIT","TREAD_NANCY72@fake.outlook.com",0.15,0.13
289984,"M","Caledon","ON","O'DONNELL JOHN",28,"True",,"White",74830.00,"True",893159.00,0.00,"True","False",3800,18884.88,745.00,"Joint; Credit",8,8.61,"False",29.19,"Mortgage","False","False",0,"Low",5,1,4,"807-577-8743T","4519 9215T 3656 0495","DEBIT","TO'DONNELL_JOHN32@test.mail.com",0.13,0.11
116703,"M","Vancouver","BC","JON FIELDS",45,"False",,"Asian",76266.00,"True",1429312.00,0.00,"True","True",4908,20270.74,850.00,"Checking; Credit",35,43.00,"True",2915.29,"Mortgage","True","False",4,"High",4,2,3,"672-880-5552T","4510 1333T 4133 3429","CREDIT","TJF600309@test.iCloud.com",0.13,0.10
