customer_id,first_name,last_name,birth_date,age,gender,address,city,province,postal_code,country,phone,email,employer,employment_status,annual_income,segment,kyc_level,risk_rating,customer_since,is_active,created_at
PMLA-C000375-SYN,Nancy,Gauthier,1998-01-24,27,Male,742 Maple Lane,Calgary,AB,T7S 7S4,Canada,+1-613-916-3205,nancygauthier@yahoo.ca,TD Bank,Employed,60264.09,RETAIL,STANDARD,LOW,2004-05-06,True,2026-01-10 21:04:43
PMLA-C000376-SYN,Nancy,Brown,1995-08-12,30,Female,8327 Victoria Boulevard,Regina,SK,S5R 5H2,Canada,+1-647-952-4451,nancy_brown@icloud.com,Suncor,Employed,32768.4,RETAIL,BASIC,LOW,2011-08-21,True,2026-01-10 21:04:43
PMLA-C000377-SYN,Joseph,Roy,1957-08-26,68,Female,8335 Bay Road,Calgary,AB,T0Z 0X8,Canada,+1-604-206-9001,jroy@outlook.com,IBM Canada,Employed,27252.22,PREMIUM,STANDARD,HIGH,2005-05-19,True,2026-01-10 21:04:43
PMLA-C000378-SYN,Marc,Tremblay,1952-10-17,73,Prefer not to say,1909 Queen Avenue,Windsor,ON,N3C 5H8,Canada,+1-438-482-8429,marc_tremblay@yahoo.ca,Air Canada,Student,,RETAIL,STANDARD,LOW,2008-07-16,True,2026-01-10 21:04:43
PMLA-C000379-SYN,Emma,Williams,2001-12-04,24,Male,9607 Church Drive,Moncton,NB,E3L 7G7,Canada,+1-365-951-9138,emmawilliams@outlook.com,Scotiabank,Unemployed,21177.78,RETAIL,BASIC,LOW,2011-10-20,True,2026-01-10 21:04:43
PMLA-C000380-SYN,Priya,Jackson,2002-03-19,23,Female,2951 River Drive,Guelph,ON,N4V 7R9,Canada,+1-450-756-8880,priya.jackson@outlook.com,CAE,Self-employed,46156.43,RETAIL,BASIC,HIGH,2005-02-03,True,2026-01-10 21:04:43
PMLA-C000381-SYN,Sophia,Rodriguez,1988-05-26,37,Female,9848 Victoria Drive,London,ON,N0M 4W3,Canada,+1-587-262-6295,srodriguez@protonmail.com,University of Toronto,Employed,23329.78,RETAIL,STANDARD,LOW,2020-01-30,True,2026-01-10 21:04:43
PMLA-C000382-SYN,David,Harris,1963-07-02,62,Male,5402 Pine Street,Kelowna,BC,V0R 1N5,Canada,+1-437-870-1806,davidharris@mail.com,Desjardins,Retired,63781.75,RETAIL,STANDARD,LOW,2011-02-26,True,2026-01-10 21:04:43
PMLA-C000383-SYN,Mary,White,1954-03-14,71,Female,693 Elm Boulevard,Vancouver,BC,V4A 3K0,Canada,+1-236-967-3025,mary.white49@hotmail.com,Rogers,Retired,49664.51,SMALL_BUSINESS,BASIC,MEDIUM,2006-10-23,True,2026-01-10 21:04:43
PMLA-C000384-SYN,Pierre,Taylor,1999-05-05,26,Female,6966 James Street,Kelowna,BC,V4L 7J1,Canada,+1-236-871-8723,ptaylor@protonmail.com,,Unemployed,41995.63,RETAIL,BASIC,LOW,2022-04-18,True,2026-01-10 21:04:43
PMLA-C000385-SYN,Ming,Miller,1985-07-29,40,Other,6511 Bay Drive,Halifax,NS,B7P 7Y1,Canada,+1-514-540-3355,ming.miller@yahoo.ca,Shopify,Retired,38186.32,SMALL_BUSINESS,STANDARD,MEDIUM,2010-06-05,True,2026-01-10 21:04:43
PMLA-C000386-SYN,Thomas,Li,1972-12-10,53,Female,599 King Way,Regina,SK,S0L 3X7,Canada,+1-613-520-4862,thomas.li42@fastmail.com,Bombardier,Unemployed,31615.08,RETAIL,STANDARD,LOW,2019-08-18,True,2026-01-10 21:04:43
PMLA-C000387-SYN,John,Singh,1989-06-05,36,Female,7983 Pine Way,Calgary,AB,T6A 4E6,Canada,+1-514-937-5441,jsingh@mail.com,Desjardins,Employed,25419.18,SMALL_BUSINESS,STANDARD,LOW,2020-10-05,True,2026-01-10 21:04:43
PMLA-C000388-SYN,Charlotte,Rodriguez,1959-09-26,66,Female,161 King Way,Victoria,BC,V2G 7C0,Canada,+1-514-918-4074,charlotte.rodriguez@fastmail.com,RBC,Employed,80981.78,RETAIL,BASIC,LOW,2019-02-12,True,2026-01-10 21:04:43
PMLA-C000389-SYN,Lisa,Hall,1981-03-07,44,Female,3320 Maple Road,Kitchener,ON,N1J 4H4,Canada,+1-905-329-9557,lisa.hall76@mail.com,IBM Canada,Employed,83269.58,PREMIUM,BASIC,LOW,2010-05-26,True,2026-01-10 21:04:43
PMLA-C000390-SYN,Fatima,Martinez,1957-11-10,68,Female,5298 Maple Street,Montreal,QC,H2W 7S7,Canada,+1-438-509-9198,fatima.martinez@outlook.com,Government of Canada,Retired,22677.16,RETAIL,BASIC,MEDIUM,2009-08-05,True,2026-01-10 21:04:43
PMLA-C000391-SYN,Sarah,Martinez,1984-03-24,41,Female,4105 Bloor Avenue,Guelph,ON,N8S 5H0,Canada,+1-450-677-6668,sarah.martinez94@outlook.com,Shopify,Employed,44142.87,RETAIL,STANDARD,LOW,2016-07-18,True,2026-01-10 21:04:43
PMLA-C000392-SYN,James,Walker,1969-06-30,56,Male,7844 Church Street,St. John's,NL,A4L 0Y0,Canada,+1-613-822-8446,jameswalker@fastmail.com,Enbridge,Self-employed,73084.09,SMALL_BUSINESS,ENHANCED,LOW,2018-10-27,True,2026-01-10 21:04:43
PMLA-C000393-SYN,Patricia,Patel,2002-03-11,23,Male,8915 Hill Drive,Calgary,AB,T9A 5N2,Canada,+1-450-728-1232,patricia.patel86@protonmail.com,CN Rail,Employed,63761.88,RETAIL,BASIC,LOW,2008-11-29,True,2026-01-10 21:04:43
PMLA-C000394-SYN,Barbara,Smith,1972-12-01,53,Male,5595 Albert Avenue,Windsor,ON,N9T 1E1,Canada,+1-365-947-2415,bsmith@gmail.com,TD Bank,Employed,12896.21,SMALL_BUSINESS,ENHANCED,LOW,2005-12-14,True,2026-01-10 21:04:43
PMLA-C000395-SYN,Sophia,Gagnon,1960-12-20,65,Female,6783 Lake Drive,London,ON,N4J 2M4,Canada,+1-825-470-2514,sgagnon@mail.com,Enbridge,Employed,59480.69,PREMIUM,STANDARD,LOW,2009-06-13,True,2026-01-10 21:04:43
PMLA-C000396-SYN,Daniel,Gagnon,1963-08-12,62,Other,9038 Spadina Boulevard,Windsor,ON,N1W 3L3,Canada,+1-825-467-1515,daniel_gagnon@hotmail.com,University of Toronto,Employed,38008.82,RETAIL,STANDARD,MEDIUM,2000-05-09,True,2026-01-10 21:04:43
PMLA-C000397-SYN,Nancy,Gauthier,2003-02-15,22,Male,5866 River Road,Regina,SK,S7X 2A7,Canada,+1-825-807-8126,nancy.gauthier94@fastmail.com,Rogers,Self-employed,47811.25,RETAIL,ENHANCED,LOW,2022-09-28,True,2026-01-10 21:04:43
PMLA-C000398-SYN,Sarah,Clark,1980-12-14,45,Male,2727 River Drive,Windsor,ON,N9G 2N0,Canada,+1-437-516-3317,sarah.clark45@protonmail.com,TD Bank,Self-employed,32656.28,RETAIL,ENHANCED,LOW,2010-12-23,True,2026-01-10 21:04:43
PMLA-C000399-SYN,Lisa,Smith,1987-10-29,38,Male,9009 Bloor Way,Barrie,ON,L3V 6T3,Canada,+1-905-596-3105,lisasmith@protonmail.com,Bell Canada,Retired,44059.25,RETAIL,STANDARD,MEDIUM,2001-03-16,True,2026-01-10 21:04:43
PMLA-C000400-SYN,Barbara,Jackson,1978-02-12,47,Female,27 Dundas Way,Sherbrooke,QC,J1K 2V3,Canada,+1-647-416-5946,barbara.jackson@mail.com,Desjardins,Employed,28475.18,RETAIL,ENHANCED,LOW,2007-05-03,True,2026-01-10 21:04:43
PMLA-C000401-SYN,Michael,Kim,1952-05-31,73,Female,6627 Front Street,St. John's,NL,A2N 2Y8,Canada,+1-403-902-8449,michael.kim2@protonmail.com,RBC,Employed,65528.5,PREMIUM,STANDARD,LOW,2021-03-29,True,2026-01-10 21:04:43
PMLA-C000402-SYN,Lisa,Davis,1961-01-17,65,Female,6283 Bloor Avenue,Barrie,ON,L2A 5Y4,Canada,+1-604-727-8454,lisa.davis@fastmail.com,BMO,Retired,40327.25,SMALL_BUSINESS,STANDARD,LOW,2011-12-27,True,2026-01-10 21:04:43
PMLA-C000403-SYN,Marie,Johnson,1985-01-30,40,Female,9762 Cedar Lane,Halifax,NS,B0X 6K2,Canada,+1-437-747-2549,mariejohnson@fastmail.com,Rogers,Employed,169076.85,PREMIUM,ENHANCED,MEDIUM,2020-07-24,False,2026-01-10 21:04:43
PMLA-C000404-SYN,Lisa,Williams,1958-03-02,67,Female,1657 Church Avenue,Victoria,BC,V5M 6R0,Canada,+1-365-964-5208,lisa.williams@protonmail.com,Shopify,Employed,60787.0,SMALL_BUSINESS,STANDARD,LOW,2021-03-19,True,2026-01-10 21:04:43
PMLA-C000405-SYN,Sarah,Anderson,1969-11-02,56,Male,6532 Elm Boulevard,Windsor,ON,N4A 6J0,Canada,+1-587-872-3126,sanderson@fastmail.com,Enbridge,Employed,26580.69,RETAIL,BASIC,MEDIUM,2020-08-30,True,2026-01-10 21:04:43
PMLA-C000406-SYN,Ahmed,Gauthier,1993-07-30,32,Female,206 King Lane,Guelph,ON,N5P 7G7,Canada,+1-613-415-9720,ahmedgauthier@protonmail.com,RBC,Self-employed,24246.89,PRIVATE,BASIC,MEDIUM,2023-10-03,True,2026-01-10 21:04:43
PMLA-C000407-SYN,Christopher,Patel,2005-07-07,20,Male,9584 Elm Lane,Kitchener,ON,N9S 6A4,Canada,+1-613-440-7148,christopherpatel@protonmail.com,BMO,Employed,35318.79,SMALL_BUSINESS,STANDARD,LOW,2018-04-29,True,2026-01-10 21:04:43
PMLA-C000408-SYN,Marie,Walker,1970-01-08,56,Male,1731 Bloor Lane,Winnipeg,MB,R8X 8R3,Canada,+1-403-706-8600,marie.walker37@hotmail.com,Desjardins,Employed,,PREMIUM,STANDARD,MEDIUM,2004-05-29,True,2026-01-10 21:04:43
PMLA-C000409-SYN,Marie,Li,1981-10-23,44,Male,3674 Pine Avenue,Guelph,ON,N9Y 6A5,Canada,+1-778-370-8731,marie.li@mail.com,,Employed,40366.48,RETAIL,ENHANCED,LOW,2010-09-25,True,2026-01-10 21:04:43
PMLA-C000410-SYN,Richard,Côté,1956-11-25,69,Female,3392 Wellington Crescent,Charlottetown,PE,C7K 9T3,Canada,+1-365-672-9195,richard.côté@mail.com,Desjardins,Employed,63767.83,RETAIL,STANDARD,LOW,2018-09-16,True,2026-01-10 21:04:43
PMLA-C000411-SYN,Ming,Davis,1999-06-16,26,Female,389 Albert Crescent,Charlottetown,PE,C0M 6B5,Canada,+1-403-933-9381,ming.davis81@protonmail.com,BMO,Employed,152067.39,RETAIL,BASIC,LOW,2015-03-30,True,2026-01-10 21:04:43
PMLA-C000412-SYN,Isabelle,Thomas,1968-09-24,57,Female,1214 Albert Crescent,Quebec City,QC,G3L 5M7,Canada,+1-438-661-5225,ithomas@gmail.com,CIBC,Employed,,PREMIUM,STANDARD,MEDIUM,2013-10-03,True,2026-01-10 21:04:43
PMLA-C000413-SYN,Raj,Bouchard,1987-08-23,38,Female,2531 Spadina Road,Ottawa,ON,K2Z 4R4,Canada,+1-778-228-4467,rbouchard@hotmail.com,Rogers,Employed,94584.75,RETAIL,ENHANCED,HIGH,2006-12-28,True,2026-01-10 21:04:43
PMLA-C000414-SYN,Christopher,White,1978-08-03,47,Female,2771 James Crescent,St. John's,NL,A2V 6A1,Canada,+1-438-430-6067,christopherwhite@hotmail.com,CAE,Self-employed,29183.27,RETAIL,STANDARD,LOW,2023-07-06,True,2026-01-10 21:04:43
PMLA-C000415-SYN,Richard,Lavoie,2004-08-04,21,Female,5399 James Avenue,Whitehorse,YT,Y4X 8X1,Canada,+1-647-657-9567,richardlavoie@icloud.com,Desjardins,Self-employed,24233.34,RETAIL,BASIC,MEDIUM,2012-06-12,True,2026-01-10 21:04:43
PMLA-C000416-SYN,Lucas,Jones,1956-11-22,69,Male,3729 Lake Crescent,Winnipeg,MB,R7E 8B5,Canada,+1-437-401-8836,lucas.jones15@yahoo.ca,BMO,Employed,47789.8,RETAIL,ENHANCED,LOW,2019-11-09,True,2026-01-10 21:04:43
PMLA-C000417-SYN,Priya,Hall,1985-12-07,40,Male,6672 Dundas Boulevard,Winnipeg,MB,R7H 5W7,Canada,+1-343-490-5909,priya_hall@outlook.com,CN Rail,Employed,103370.39,RETAIL,ENHANCED,LOW,2007-04-26,True,2026-01-10 21:04:43
PMLA-C000418-SYN,Noah,Bouchard,1953-06-26,72,Male,8825 Elm Drive,Windsor,ON,N1K 3M8,Canada,+1-514-527-9690,noah.bouchard@icloud.com,Shopify,Employed,54834.21,PRIVATE,ENHANCED,MEDIUM,2018-09-13,True,2026-01-10 21:04:43
PMLA-C000419-SYN,Joseph,Tremblay,1987-05-06,38,Female,6076 Pine Boulevard,Hamilton,ON,L5P 5T4,Canada,+1-587-776-7447,joseph.tremblay98@gmail.com,Government of Canada,Employed,56692.76,RETAIL,BASIC,MEDIUM,2009-01-26,True,2026-01-10 21:04:43
PMLA-C000420-SYN,  Thomas  ,Gagnon,1978-07-05,47,Male,9175 Spadina Drive,Charlottetown,PE,C3Z 8T4,Canada,+1-905-276-4983,tgagnon@fastmail.com,IBM Canada,Employed,48269.68,SMALL_BUSINESS,STANDARD,LOW,2015-05-16,True,2026-01-10 21:04:43
PMLA-C000421-SYN,Sophie,Gagnon,1954-12-18,71,Female,1213 King Way,Halifax,NS,B2G 9M9,Canada,+1-604-775-2441,sophiegagnon@mail.com,CAE,Self-employed,117803.67,RETAIL,STANDARD,MEDIUM,2014-01-30,True,2026-01-10 21:04:43
PMLA-C000422-SYN,Sophie,Thomas,1961-07-09,64,Male,5935 King Drive,Halifax,NS,B4L 9A2,Canada,+1-905-857-7730,sophie.thomas55@fastmail.com,Google Canada,Employed,38181.15,PRIVATE,ENHANCED,MEDIUM,2014-09-02,True,2026-01-10 21:04:43
PMLA-C000423-SYN,Charles,Clark,1974-12-11,51,Female,9262 Maple Avenue,Regina,SK,S8H 8C9,Canada,+1-825-824-4127,charles.clark@protonmail.com,University of Toronto,Employed,88107.95,RETAIL,STANDARD,LOW,2023-09-03,True,2026-01-10 21:04:43
PMLA-C000424-SYN,François,Johnson,1981-01-07,45,Male,6389 Main Street,Whitehorse,YT,Y3N 6G4,Canada,+1-778-798-6351,françois.johnson69@outlook.com,IBM Canada,Student,75783.61,RETAIL,BASIC,LOW,2004-07-11,False,2026-01-10 21:04:43
PMLA-C000425-SYN,John,Rodriguez,1993-06-15,32,Male,5167 Lake Drive,Sherbrooke,QC,J3M 2S4,Canada,+1-778-422-6821,johnrodriguez@fastmail.com,Government of Canada,Employed,71961.13,RETAIL,STANDARD,LOW,2017-01-25,True,2026-01-10 21:04:43
PMLA-C000426-SYN,Jennifer,Anderson,1990-06-17,35,Female,1994 Elm Drive,Calgary,AB,T1V 9P5,Canada,+1-587-395-4446,jennifer_anderson@mail.com,Google Canada,Employed,26901.72,RETAIL,ENHANCED,MEDIUM,2019-06-23,True,2026-01-10 21:04:43
PMLA-C000427-SYN,Karen,Moore,1952-07-30,73,Female,7723 Main Boulevard,Guelph,ON,N5B 2K2,Canada,+1-416-331-9497,karenmoore@fastmail.com,RBC,Employed,65580.3,SMALL_BUSINESS,ENHANCED,LOW,2007-11-01,True,2026-01-10 21:04:43
PMLA-C000428-SYN,Charlotte,Anderson,1977-10-02,48,Male,2661 Main Crescent,Edmonton,AB,T3M 6P4,Canada,+1-438-229-1423,charlotte.anderson@fastmail.com,,Student,26253.93,RETAIL,STANDARD,LOW,2000-09-01,True,2026-01-10 21:04:43
PMLA-C000429-SYN,Jennifer,Li,1950-12-14,75,Male,6801 John Crescent,Quebec City,QC,G2Z 0M7,Canada,+1-613-463-3100,jennifer_li@mail.com,CN Rail,Self-employed,35112.15,RETAIL,ENHANCED,LOW,2003-09-08,True,2026-01-10 21:04:43
PMLA-C000430-SYN,Pierre,Gagnon,2000-03-05,25,Male,3025 Spadina Boulevard,Charlottetown,PE,C5T 9W8,Canada,+1-236-978-3157,pierre.gagnon42@mail.com,IBM Canada,Self-employed,141795.11,SMALL_BUSINESS,STANDARD,HIGH,2000-08-22,True,2026-01-10 21:04:43
PMLA-C000431-SYN,Jessica,Wilson,1980-08-06,45,Female,7928 Queen Drive,Vancouver,BC,V9R 7J7,Canada,+1-236-758-8206,jwilson@mail.com,Desjardins,Employed,47856.19,SMALL_BUSINESS,STANDARD,LOW,2023-04-14,True,2026-01-10 21:04:43
PMLA-C000432-SYN,François,Johnson,1993-09-29,32,Male,7495 Cedar Avenue,Halifax,NS,B8M 2P4,Canada,+1-825-646-2359,françoisjohnson@protonmail.com,Google Canada,Employed,66829.26,SMALL_BUSINESS,BASIC,MEDIUM,2023-07-21,False,2026-01-10 21:04:43
PMLA-C000433-SYN,Lisa,Harris,1965-09-03,60,Prefer not to say,2733 Queen Road,Barrie,ON,L1H 9K2,Canada,+1-587-407-5561,lisa.harris7@icloud.com,Google Canada,Unemployed,47487.92,PREMIUM,BASIC,LOW,2013-12-23,True,2026-01-10 21:04:43
PMLA-C000434-SYN,Fatima,Walker,1950-12-30,75,Male,2356 George Road,Whitehorse,YT,Y3R 2S6,Canada,+1-604-454-6741,fatimawalker@icloud.com,Government of Canada,Employed,42269.76,SMALL_BUSINESS,BASIC,LOW,2013-12-16,True,2026-01-10 21:04:43
PMLA-C000435-SYN,Ahmed,Lee,1965-10-31,60,Male,2046 John Crescent,Guelph,ON,N2C 5L0,Canada,+1-403-461-2848,ahmed.lee81@protonmail.com,CP Rail,Self-employed,65246.37,RETAIL,ENHANCED,MEDIUM,2016-04-06,True,2026-01-10 21:04:43
PMLA-C000436-SYN,Marc,Singh,1982-10-31,43,Male,4591 Spadina Boulevard,Moncton,NB,E4W 5S4,Canada,+1-450-285-1211,marc.singh13@outlook.com,Telus,Employed,73654.5,PREMIUM,STANDARD,LOW,2017-02-28,False,2026-01-10 21:04:43
PMLA-C000437-SYN,Priya,Miller,1996-08-23,29,Other,3910 Queen Way,Calgary,AB,T6B 5T7,Canada,+1-343-238-7532,priya.miller81@gmail.com,Desjardins,Employed,127485.16,PREMIUM,BASIC,MEDIUM,2015-06-07,True,2026-01-10 21:04:43
PMLA-C000438-SYN,Sarah,Patel,1949-04-16,76,Female,4312 Bay Road,Quebec City,QC,G3X 8N6,Canada,+1-450-999-3818,sarah.patel@mail.com,Microsoft Canada,Self-employed,58343.04,RETAIL,BASIC,LOW,2011-11-15,True,2026-01-10 21:04:43
PMLA-C000439-SYN,Daniel,Gauthier,1984-04-10,41,Female,2762 King Street,Regina,SK,S1J 9M8,Canada,+1-514-974-9818,daniel.gauthier23@yahoo.ca,Scotiabank,Self-employed,126391.3,RETAIL,STANDARD,LOW,2005-12-19,True,2026-01-10 21:04:43
PMLA-C000440-SYN,Charlotte,Gagnon,2000-01-13,26,Male,3684 Albert Street,Calgary,AB,T3X 2L0,Canada,+1-613-429-4587,charlottegagnon@fastmail.com,Shopify,Employed,47783.1,RETAIL,ENHANCED,LOW,2008-05-06,True,2026-01-10 21:04:43
PMLA-C000441-SYN,Pierre,Clark,1979-09-24,46,Female,5964 Front Boulevard,Kelowna,BC,V6P 5K5,Canada,+1-450-278-3203,pierreclark@hotmail.com,,Student,72015.63,RETAIL,ENHANCED,LOW,2015-08-17,True,2026-01-10 21:04:43
PMLA-C000442-SYN,Ling,Moore,1986-09-29,39,Female,7541 Dundas Crescent,Guelph,ON,N7Y 6C2,Canada,+1-416-773-8347,ling.moore@mail.com,CP Rail,Employed,152731.58,SMALL_BUSINESS,STANDARD,LOW,2005-12-24,True,2026-01-10 21:04:43
PMLA-C000443-SYN,Liam,Patel,1972-10-18,53,Female,5416 Lake Way,Winnipeg,MB,R2X 9N0,Canada,+1-647-929-6871,liam.patel@yahoo.ca,Google Canada,Employed,41802.75,RETAIL,STANDARD,MEDIUM,2018-04-13,True,2026-01-10 21:04:43
PMLA-C000444-SYN,William,Gauthier,1961-06-02,64,Male,7052 Hill Crescent,Regina,SK,S1H 4R3,Canada,+1-778-559-2336,william.gauthier44@yahoo.ca,TD Bank,Student,57207.56,RETAIL,BASIC,HIGH,2000-07-25,False,2026-01-10 21:04:43
PMLA-C000445-SYN,Karen,Johnson,1995-12-19,30,Female,2825 Park Crescent,London,ON,N2X 3P1,Canada,+1-289-814-7130,karenjohnson@fastmail.com,CAE,Employed,20835.91,PRIVATE,ENHANCED,MEDIUM,2013-12-24,True,2026-01-10 21:04:43
PMLA-C000446-SYN,Daniel,Anderson,1997-12-10,28,Female,8154 Park Road,Calgary,AB,T9N 7X6,Canada,+1-825-319-2072,danielanderson@mail.com,Amazon Canada,Employed,11414.74,PREMIUM,ENHANCED,HIGH,2004-06-06,True,2026-01-10 21:04:43
PMLA-C000447-SYN,Liam,Côté,1992-04-23,33,Female,8548 Church Drive,Montreal,QC,H4N 2T3,Canada,+1-514-841-7984,liam.côté52@protonmail.com,,Employed,56083.86,RETAIL,ENHANCED,MEDIUM,2002-06-22,True,2026-01-10 21:04:43
PMLA-C000448-SYN,Richard,Garcia,1972-07-21,53,Female,9360 John Road,Vancouver,BC,V5B 8A0,Canada,+1-514-594-4084,richard_garcia@gmail.com,CN Rail,Student,50263.62,RETAIL,STANDARD,HIGH,2004-06-04,True,2026-01-10 21:04:43
PMLA-C000449-SYN,Joseph,Côté,1951-07-19,74,Female,9358 Yonge Street,Ottawa,ON,K0R 3E4,Canada,+1-416-446-6419,joseph.côté23@outlook.com,Government of Canada,Employed,25416.46,PREMIUM,STANDARD,LOW,2013-11-22,True,2026-01-10 21:04:43
PMLA-C000450-SYN,Charlotte,Roy,1981-09-17,44,Male,6778 Church Boulevard,Guelph,ON,N3V 4Z0,Canada,+1-403-242-8358,charlotteroy@yahoo.ca,BMO,Employed,21960.35,RETAIL,STANDARD,HIGH,2017-11-11,True,2026-01-10 21:04:43
PMLA-C000451-SYN,Charles,Clark,1968-06-17,57,Male,3312 Maple Crescent,Kitchener,ON,N3G 8B7,Canada,+1-613-311-2825,charles.clark@protonmail.com,CAE,Self-employed,44921.29,SMALL_BUSINESS,STANDARD,MEDIUM,2022-08-04,True,2026-01-10 21:04:43
PMLA-C000452-SYN,Susan,Côté,1948-12-04,77,Female,5593 Hill Road,Winnipeg,MB,R5T 3B6,Canada,+1-403-356-5780,susan.côté@outlook.com,Shopify,Employed,23676.0,PREMIUM,STANDARD,LOW,2007-03-24,True,2026-01-10 21:04:43
PMLA-C000453-SYN,Patricia,Davis,1950-11-05,75,Female,2784 Spadina Lane,Victoria,BC,V5B 2E3,Canada,+1-416-590-1056,patricia.davis@protonmail.com,BMO,Retired,20386.51,RETAIL,ENHANCED,LOW,2017-04-26,True,2026-01-10 21:04:43
PMLA-C000454-SYN,Jean,Patel,1966-04-28,59,Female,5655 Yonge Crescent,Sherbrooke,QC,J7G 7X5,Canada,+1-778-347-5699,jeanpatel@protonmail.com,Desjardins,Employed,,PREMIUM,BASIC,LOW,2010-03-07,True,2026-01-10 21:04:43
PMLA-C000455-SYN,Emma,Morin,1963-09-03,62,Male,6845 Albert Crescent,Edmonton,AB,T7R 7P5,Canada,+1-438-881-7535,emma_morin@outlook.com,CP Rail,Employed,125577.93,SMALL_BUSINESS,ENHANCED,LOW,2018-04-24,True,2026-01-10 21:04:43
PMLA-C000456-SYN,Susan,Wang,1957-09-06,68,Female,7411 River Way,Kitchener,ON,N0J 3N8,Canada,+1-365-875-7296,susan.wang67@hotmail.com,TD Bank,Self-employed,59701.78,SMALL_BUSINESS,STANDARD,LOW,2018-01-10,True,2026-01-10 21:04:43
PMLA-C000457-SYN,Elizabeth,Li,1973-05-24,52,Female,2140 Bay Crescent,Winnipeg,MB,R5Z 9W0,Canada,+1-905-266-2404,elizabeth.li@gmail.com,Scotiabank,Employed,36318.47,RETAIL,ENHANCED,LOW,2014-02-25,True,2026-01-10 21:04:43
PMLA-C000458-SYN,Isabelle,Gauthier,1960-09-20,65,Male,9206 Elm Road,Saskatoon,SK,S2S 1X9,Canada,+1-587-362-8693,igauthier@outlook.com,CN Rail,Student,91004.05,RETAIL,STANDARD,LOW,2016-04-03,True,2026-01-10 21:04:43
PMLA-C000459-SYN,Raj,Anderson,1985-02-18,40,Other,9287 Queen Lane,Kelowna,BC,V1P 1H2,Canada,+1-514-893-7449,raj.anderson@outlook.com,Air Canada,Employed,71749.73,PRIVATE,STANDARD,MEDIUM,2018-09-27,True,2026-01-10 21:04:43
PMLA-C000460-SYN,Thomas,Taylor,1991-01-23,34,Female,385 George Lane,Halifax,NS,B2B 3M4,Canada,+1-825-643-6529,ttaylor@fastmail.com,Air Canada,Employed,16777.91,RETAIL,BASIC,MEDIUM,2016-10-29,True,2026-01-10 21:04:43
PMLA-C000461-SYN,François,Li,1975-09-11,50,Male,4286 John Drive,St. John's,NL,A7M 4C7,Canada,+1-437-882-6220,françois.li@gmail.com,CAE,Employed,43115.02,PREMIUM,STANDARD,MEDIUM,2000-06-07,True,2026-01-10 21:04:43
PMLA-C000462-SYN,Nancy,Hall,1951-04-26,74,Female,7550 Yonge Lane,Whitehorse,YT,Y1Z 1B2,Canada,+1-604-963-2329,nancy.hall@yahoo.ca,,Retired,35337.43,RETAIL,BASIC,HIGH,2008-05-06,True,2026-01-10 21:04:43
PMLA-C000463-SYN,Noah,Lewis,1950-07-01,75,Female,1304 Elm Drive,Whitehorse,YT,Y4G 8Y3,Canada,+1-905-919-2241,noahlewis@mail.com,Telus,Employed,59797.47,RETAIL,BASIC,LOW,2015-06-19,True,2026-01-10 21:04:43
PMLA-C000464-SYN,James,Tremblay,1970-04-02,55,Male,1029 George Lane,St. John's,NL,A0Z 6C7,Canada,+1-416-962-2445,james_tremblay@mail.com,Suncor,Self-employed,13747.39,RETAIL,STANDARD,LOW,2022-06-01,True,2026-01-10 21:04:43
PMLA-C000465-SYN,Christopher,Harris,1962-01-27,63,Male,5782 Victoria Crescent,Regina,SK,S7N 6T7,Canada,+1-825-356-3327,christopher.harris95@protonmail.com,CIBC,Retired,71208.09,RETAIL,STANDARD,MEDIUM,2007-10-01,True,2026-01-10 21:04:43
PMLA-C000466-SYN,Susan,Miller,1946-06-22,79,Male,5527 Park Street,Ottawa,ON,K7R 2M8,Canada,+1-236-433-4112,susan_miller@fastmail.com,Desjardins,Employed,42587.28,PRIVATE,STANDARD,MEDIUM,2006-05-06,True,2026-01-10 21:04:43
PMLA-C000467-SYN,  Susan  ,Li,1989-01-02,37,Male,5090 Bloor Way,Regina,SK,S9E 9G8,Canada,+1-514-549-7117,susanli@mail.com,Amazon Canada,Employed,44799.09,RETAIL,BASIC,MEDIUM,2014-01-07,True,2026-01-10 21:04:43
PMLA-C000468-SYN,Sarah,Martin,1975-07-28,50,Male,3185 Pine Lane,Regina,SK,S9K 9Z3,Canada,+1-778-700-8696,smartin@yahoo.ca,CIBC,Employed,48071.54,PREMIUM,ENHANCED,LOW,2020-02-29,True,2026-01-10 21:04:43
PMLA-C000469-SYN,Sarah,Martinez,1977-08-21,48,Male,4041 Lake Street,Winnipeg,MB,R5P 9V8,Canada,+1-289-479-6243,smartinez@outlook.com,Enbridge,Employed,55712.71,RETAIL,ENHANCED,LOW,2022-08-12,True,2026-01-10 21:04:43
PMLA-C000470-SYN,François,Smith,1971-10-02,54,Male,415 Main Way,London,ON,N1P 7G7,Canada,+1-403-768-3571,françois.smith77@mail.com,Rogers,Employed,55702.11,RETAIL,STANDARD,LOW,2002-05-08,True,2026-01-10 21:04:43
PMLA-C000471-SYN,Isabelle,Lavoie,1957-09-19,68,Female,9014 Main Way,Barrie,ON,L5R 2N9,Canada,+1-647-859-5635,isabelle_lavoie@gmail.com,RBC,Self-employed,47144.7,RETAIL,BASIC,LOW,2010-07-17,True,2026-01-10 21:04:43
