account_id,customer_id,account_type,account_number,currency,balance,available_balance,hold_amount,interest_rate,overdraft_limit,opened_date,last_activity_date,status,branch_id,created_at
PMLA-A000387-SYN,PMLA-C000919-SYN,CHECKING,****5791,CAD,13910.25,12886.59,0.0,0.27,1000,2017-11-19,2020-04-09,ACTIVE,BR-0011,2026-01-10 21:04:43
PMLA-A000388-SYN,PMLA-C000977-SYN,CHECKING,****8423,CAD,26487.55,24585.08,0.0,3.61,500,2012-04-29,2019-06-12,ACTIVE,BR-0049,2026-01-10 21:04:43
PMLA-A000389-SYN,PMLA-C001047-SYN,BUSINESS,****5285,CAD,36230.37,29763.4,301.22,1.01,500,2007-05-27,2013-10-03,ACTIVE,BR-0005,2026-01-10 21:04:43
PMLA-A000390-SYN,PMLA-C001322-SYN,CHECKING,****4544,CAD,6532.77,5364.06,361.93,3.28,5000,2021-01-05,2023-01-28,ACTIVE,BR-0042,2026-01-10 21:04:43
PMLA-A000391-SYN,PMLA-C000789-SYN,SAVINGS,****8412,CAD,20120.75,16917.16,0.0,2.54,500,2009-04-10,2017-09-17,ACTIVE,BR-0044,2026-01-10 21:04:43
PMLA-A000392-SYN,PMLA-C001292-SYN,BUSINESS,****2775,CAD,2555.85,2291.26,0.0,3.74,1000,2005-06-14,2007-01-16,ACTIVE,BR-0014,2026-01-10 21:04:43
PMLA-A000393-SYN,PMLA-C000875-SYN,BUSINESS,****4639,CAD,22531.71,21315.02,0.0,2.36,5000,2016-01-23,2019-01-17,ACTIVE,BR-0006,2026-01-10 21:04:43
PMLA-A000394-SYN,PMLA-C000934-SYN,SAVINGS,****2660,CAD,29602.92,26122.26,0.0,0.27,2000,2006-09-28,2017-06-02,ACTIVE,BR-0015,2026-01-10 21:04:43
PMLA-A000395-SYN,PMLA-C000974-SYN,SAVINGS,****3346,CAD,1223.27,1127.76,0.0,1.87,0,2009-11-06,2011-09-27,ACTIVE,BR-0026,2026-01-10 21:04:43
PMLA-A000396-SYN,PMLA-C001305-SYN,CHECKING,****8568,CAD,16724.22,15097.4,0.0,2.84,2000,2018-09-01,2022-12-10,ACTIVE,BR-0005,2026-01-10 21:04:43
PMLA-A000397-SYN,PMLA-C001114-SYN,BUSINESS,****2642,CAD,743.7,617.22,0.0,3.26,500,2005-03-13,2020-12-11,ACTIVE,BR-0014,2026-01-10 21:04:43
PMLA-A000398-SYN,PMLA-C001257-SYN,SAVINGS,****2833,CAD,9404.62,8242.26,0.0,2.78,2000,2005-12-09,2024-11-05,ACTIVE,BR-0008,2026-01-10 21:04:43
PMLA-A000399-SYN,PMLA-C000576-SYN,BUSINESS,****3454,CAD,13260.15,11570.28,0.0,1.17,500,2018-10-08,2022-06-18,ACTIVE,BR-0025,2026-01-10 21:04:43
PMLA-A000400-SYN,PMLA-C000248-SYN,CHECKING,****6353,CAD,3872.95,3331.84,195.24,1.48,500,2014-09-15,2022-08-16,ACTIVE,BR-0048,2026-01-10 21:04:43
PMLA-A000401-SYN,PMLA-C000320-SYN,CHECKING,****6334,CAD,14128.44,12046.97,0.0,1.5,2000,2021-01-22,2022-12-30,ACTIVE,BR-0022,2026-01-10 21:04:43
PMLA-A000402-SYN,PMLA-C000004-SYN,JOINT,****3939,CAD,1902.98,1773.37,0.0,1.3,2000,2008-10-29,2019-12-28,DORMANT,BR-0044,2026-01-10 21:04:43
PMLA-A000403-SYN,PMLA-C000397-SYN,CHECKING,****4380,CAD,131601.84,122062.7,0.0,0.49,5000,2008-06-12,2017-10-05,ACTIVE,BR-0047,2026-01-10 21:04:43
PMLA-A000404-SYN,PMLA-C000946-SYN,SAVINGS,****1178,CAD,12869.4,10798.2,0.0,4.15,1000,2011-04-14,2020-12-24,ACTIVE,BR-0045,2026-01-10 21:04:43
PMLA-A000405-SYN,PMLA-C001184-SYN,CHECKING,****3566,CAD,3640.91,3429.05,472.74,1.41,5000,2013-09-03,2015-03-31,DORMANT,BR-0041,2026-01-10 21:04:43
PMLA-A000406-SYN,PMLA-C000085-SYN,CHECKING,****6368,CAD,1936.83,1931.96,318.98,3.82,1000,2010-10-07,2019-11-23,ACTIVE,BR-0030,2026-01-10 21:04:43
PMLA-A000407-SYN,PMLA-C001468-SYN,CHECKING,****4236,CAD,28840.79,25758.23,0.0,0.96,500,2007-08-25,2019-05-03,DORMANT,BR-0030,2026-01-10 21:04:43
PMLA-A000408-SYN,PMLA-C000440-SYN,BUSINESS,****7983,USD,92515.98,78769.19,0.0,2.85,500,2008-04-11,2019-06-25,ACTIVE,BR-0050,2026-01-10 21:04:43
PMLA-A000409-SYN,PMLA-C001216-SYN,CHECKING,****1492,CAD,3144.59,2613.36,0.0,1.36,2000,2022-04-13,2023-06-12,ACTIVE,BR-0037,2026-01-10 21:04:43
PMLA-A000410-SYN,PMLA-C000601-SYN,BUSINESS,****6454,CAD,1814.67,1530.99,0.0,2.32,500,2013-01-20,2016-01-10,ACTIVE,BR-0034,2026-01-10 21:04:43
PMLA-A000411-SYN,PMLA-C001226-SYN,SAVINGS,****5968,CAD,83499.17,77393.61,0.0,4.38,500,2021-06-21,2024-07-15,ACTIVE,BR-0013,2026-01-10 21:04:43
PMLA-A000412-SYN,PMLA-C000476-SYN,SAVINGS,****6987,CAD,6690.07,5996.74,0.0,4.11,0,2023-02-27,2023-06-24,DORMANT,BR-0023,2026-01-10 21:04:43
PMLA-A000413-SYN,PMLA-C001082-SYN,CHECKING,****5478,CAD,11874.59,9673.78,0.0,2.09,2000,2007-06-04,2014-12-31,ACTIVE,BR-0050,2026-01-10 21:04:43
PMLA-A000414-SYN,PMLA-C000131-SYN,CHECKING,****7047,CAD,27583.26,26591.77,0.0,3.54,500,2013-06-11,2016-02-25,ACTIVE,BR-0024,2026-01-10 21:04:43
PMLA-A000415-SYN,PMLA-C000131-SYN,CHECKING,****5338,CAD,17163.96,13783.11,0.0,2.2,500,2005-11-12,2022-09-08,ACTIVE,BR-0025,2026-01-10 21:04:43
PMLA-A000416-SYN,PMLA-C000687-SYN,SAVINGS,****1139,CAD,637.46,577.05,0.0,0.9,500,2013-11-27,2023-09-04,ACTIVE,BR-0029,2026-01-10 21:04:43
PMLA-A000417-SYN,PMLA-C000854-SYN,CHECKING,****2006,CAD,6761.18,5718.18,0.0,3.89,2000,2021-07-10,2021-12-17,ACTIVE,BR-0018,2026-01-10 21:04:43
PMLA-A000418-SYN,PMLA-C000380-SYN,CHECKING,****7166,CAD,1719.68,1651.17,0.0,4.0,1000,2014-09-08,2016-11-30,ACTIVE,BR-0013,2026-01-10 21:04:43
PMLA-A000419-SYN,PMLA-C001490-SYN,SAVINGS,****3201,CAD,821.96,776.96,454.14,3.93,1000,2016-05-10,2022-04-29,ACTIVE,BR-0031,2026-01-10 21:04:43
PMLA-A000420-SYN,PMLA-C000531-SYN,CHECKING,****9327,CAD,6890.85,6180.16,325.85,1.51,5000,2010-07-10,2020-10-18,DORMANT,BR-0036,2026-01-10 21:04:43
PMLA-A000421-SYN,PMLA-C001207-SYN,CHECKING,****5834,CAD,16824.34,15650.77,0.0,0.56,0,2017-03-08,2018-06-12,ACTIVE,BR-0038,2026-01-10 21:04:43
PMLA-A000422-SYN,PMLA-C001251-SYN,CHECKING,****4420,CAD,4165.78,4029.32,0.0,1.57,5000,2013-12-17,2020-02-02,ACTIVE,BR-0009,2026-01-10 21:04:43
PMLA-A000423-SYN,PMLA-C000882-SYN,CHECKING,****4952,CAD,10601.53,10031.13,0.0,3.36,500,2018-05-03,2022-03-21,ACTIVE,BR-0013,2026-01-10 21:04:43
PMLA-A000424-SYN,PMLA-C001218-SYN,SAVINGS,****4377,CAD,805.13,776.51,0.0,0.99,500,2012-07-04,2020-07-21,ACTIVE,BR-0024,2026-01-10 21:04:43
PMLA-A000425-SYN,PMLA-C001087-SYN,JOINT,****2916,CAD,10096.56,8786.14,0.0,3.0,1000,2021-02-19,2024-04-05,ACTIVE,BR-0010,2026-01-10 21:04:43
PMLA-A000426-SYN,PMLA-C000602-SYN,CHECKING,****6063,CAD,1799.44,1638.64,237.8,2.06,0,2023-09-02,2023-12-29,ACTIVE,BR-0044,2026-01-10 21:04:43
PMLA-A000427-SYN,PMLA-C001246-SYN,SAVINGS,****1924,CAD,11278.98,10790.51,0.0,4.04,500,2009-11-03,2017-04-04,ACTIVE,BR-0047,2026-01-10 21:04:43
PMLA-A000428-SYN,PMLA-C000991-SYN,BUSINESS,****3042,CAD,10252.45,9775.19,0.0,2.7,500,2009-10-11,2022-02-05,ACTIVE,BR-0035,2026-01-10 21:04:43
PMLA-A000429-SYN,PMLA-C001354-SYN,SAVINGS,****8887,CAD,5663.86,4887.33,0.0,1.98,500,2021-03-15,2021-06-19,ACTIVE,BR-0029,2026-01-10 21:04:43
PMLA-A000430-SYN,PMLA-C000724-SYN,SAVINGS,****3104,USD,2619.16,2381.61,369.12,2.34,5000,2005-10-23,2011-12-26,ACTIVE,BR-0027,2026-01-10 21:04:43
PMLA-A000431-SYN,PMLA-C000584-SYN,CHECKING,****6240,CAD,368.84,342.08,0.0,1.41,0,2023-06-06,2023-11-27,ACTIVE,BR-0009,2026-01-10 21:04:43
PMLA-A000432-SYN,PMLA-C000203-SYN,CHECKING,****5022,CAD,17984.73,15858.3,0.0,3.08,0,2016-08-13,2022-10-13,ACTIVE,BR-0011,2026-01-10 21:04:43
PMLA-A000433-SYN,PMLA-C000296-SYN,CHECKING,****2013,CAD,3901.26,3694.24,0.0,2.79,2000,2018-05-04,2019-03-21,ACTIVE,BR-0019,2026-01-10 21:04:43
PMLA-A000434-SYN,PMLA-C001046-SYN,BUSINESS,****1485,CAD,18923.7,17582.89,0.0,3.67,2000,2011-06-27,2022-06-12,ACTIVE,BR-0019,2026-01-10 21:04:43
PMLA-A000435-SYN,PMLA-C000248-SYN,BUSINESS,****9215,CAD,56988.99,50165.99,0.0,0.8,1000,2019-07-17,2020-10-13,ACTIVE,BR-0016,2026-01-10 21:04:43
PMLA-A000436-SYN,PMLA-C001445-SYN,SAVINGS,****9284,CAD,1340.65,1180.81,0.0,4.5,500,2014-09-22,2024-01-01,DORMANT,BR-0022,2026-01-10 21:04:43
PMLA-A000437-SYN,PMLA-C000047-SYN,JOINT,****6851,CAD,3214.7,3173.87,0.0,1.93,0,2015-03-29,2019-12-16,ACTIVE,BR-0027,2026-01-10 21:04:43
PMLA-A000438-SYN,PMLA-C000762-SYN,BUSINESS,****5172,CAD,8608.33,8377.02,0.0,1.18,500,2012-10-06,2018-11-12,ACTIVE,BR-0049,2026-01-10 21:04:43
PMLA-A000439-SYN,PMLA-C000532-SYN,CHECKING,****7353,CAD,5358.8,4292.77,0.0,2.97,500,2009-05-21,2009-07-23,DORMANT,BR-0032,2026-01-10 21:04:43
PMLA-A000440-SYN,PMLA-C000216-SYN,SAVINGS,****3377,CAD,5670.35,5178.6,0.0,2.59,500,2013-09-10,2016-01-24,CLOSED,BR-0035,2026-01-10 21:04:43
PMLA-A000441-SYN,PMLA-C000978-SYN,SAVINGS,****1130,CAD,4394.94,3544.07,0.0,3.21,1000,2018-07-19,2019-12-13,ACTIVE,BR-0009,2026-01-10 21:04:43
PMLA-A000442-SYN,PMLA-C000627-SYN,SAVINGS,****3753,CAD,1652.22,1621.48,201.85,1.97,0,2018-05-24,2023-11-10,DORMANT,BR-0013,2026-01-10 21:04:43
PMLA-A000443-SYN,PMLA-C000159-SYN,JOINT,****5030,CAD,16309.46,14111.45,0.0,3.57,2000,2009-08-17,2024-10-17,CLOSED,BR-0012,2026-01-10 21:04:43
PMLA-A000444-SYN,PMLA-C000705-SYN,CHECKING,****2520,CAD,24697.89,24095.99,0.0,3.39,2000,2012-09-08,2020-04-04,ACTIVE,BR-0014,2026-01-10 21:04:43
PMLA-A000445-SYN,PMLA-C001220-SYN,CHECKING,****4183,CAD,3729.52,3382.68,493.45,0.89,0,2007-06-18,2012-09-18,ACTIVE,BR-0002,2026-01-10 21:04:43
PMLA-A000446-SYN,PMLA-C000384-SYN,JOINT,****7812,CAD,730.53,724.86,0.0,2.01,1000,2009-07-11,2019-02-14,ACTIVE,BR-0020,2026-01-10 21:04:43
PMLA-A000447-SYN,PMLA-C001451-SYN,SAVINGS,****3898,CAD,20508.85,16928.4,0.0,1.47,5000,2010-09-04,2021-08-27,CLOSED,BR-0018,2026-01-10 21:04:43
PMLA-A000448-SYN,PMLA-C000081-SYN,CHECKING,****6084,CAD,2640.94,2313.06,0.0,3.17,2000,2022-06-22,2023-05-18,ACTIVE,BR-0040,2026-01-10 21:04:43
PMLA-A000449-SYN,PMLA-C001152-SYN,CHECKING,****8853,CAD,1580.42,1289.06,0.0,0.75,500,2014-08-14,2021-10-22,ACTIVE,BR-0045,2026-01-10 21:04:43
PMLA-A000450-SYN,PMLA-C001310-SYN,BUSINESS,****8299,CAD,2982.19,2613.86,0.0,0.71,0,2010-08-02,2020-01-10,ACTIVE,BR-0041,2026-01-10 21:04:43
PMLA-A000451-SYN,PMLA-C000100-SYN,SAVINGS,****6101,CAD,3353.46,2705.22,0.0,4.46,5000,2010-04-20,2015-12-13,ACTIVE,BR-0031,2026-01-10 21:04:43
PMLA-A000452-SYN,PMLA-C000249-SYN,SAVINGS,****1200,CAD,1842.08,1811.54,0.0,2.8,500,2021-10-22,2023-09-08,ACTIVE,BR-0033,2026-01-10 21:04:43
PMLA-A000453-SYN,PMLA-C000375-SYN,CHECKING,****1868,CAD,492.28,459.23,0.0,1.78,2000,2015-09-16,2023-08-01,ACTIVE,BR-0033,2026-01-10 21:04:43
PMLA-A000454-SYN,PMLA-C000546-SYN,SAVINGS,****8651,CAD,5216.34,4707.22,0.0,3.84,2000,2015-08-27,2022-08-06,ACTIVE,BR-0023,2026-01-10 21:04:43
PMLA-A000455-SYN,PMLA-C000952-SYN,SAVINGS,****8505,CAD,1471.05,1353.84,0.0,0.31,5000,2020-09-18,2021-01-06,DORMANT,BR-0038,2026-01-10 21:04:43
PMLA-A000456-SYN,PMLA-C001450-SYN,CHECKING,****1339,CAD,9559.45,8888.94,390.61,4.1,500,2008-12-20,2020-01-12,ACTIVE,BR-0026,2026-01-10 21:04:43
PMLA-A000457-SYN,PMLA-C000803-SYN,SAVINGS,****9604,CAD,6339.17,5093.83,0.0,4.24,1000,2016-09-01,2017-05-06,ACTIVE,BR-0004,2026-01-10 21:04:43
PMLA-A000458-SYN,PMLA-C000648-SYN,SAVINGS,****2559,USD,895.59,756.41,0.0,3.78,1000,2008-02-20,2021-08-06,ACTIVE,BR-0028,2026-01-10 21:04:43
PMLA-A000459-SYN,PMLA-C000108-SYN,BUSINESS,****2157,USD,9173.55,8329.48,0.0,4.24,5000,2010-07-31,2014-04-09,ACTIVE,BR-0038,2026-01-10 21:04:43
PMLA-A000460-SYN,PMLA-C000978-SYN,SAVINGS,****8278,CAD,2239.78,1856.1,0.0,2.02,2000,2006-03-17,2014-08-28,ACTIVE,BR-0041,2026-01-10 21:04:43
PMLA-A000461-SYN,PMLA-C000401-SYN,JOINT,****4713,USD,1120.19,923.15,0.0,4.21,5000,2012-07-09,2016-10-22,ACTIVE,BR-0020,2026-01-10 21:04:43
PMLA-A000462-SYN,PMLA-C001143-SYN,BUSINESS,****5014,USD,7185.72,5843.98,456.13,0.15,1000,2023-06-18,2023-07-31,ACTIVE,BR-0050,2026-01-10 21:04:43
PMLA-A000463-SYN,PMLA-C000060-SYN,CHECKING,****5121,CAD,29419.28,24969.02,0.0,1.12,0,2008-12-07,2013-07-09,ACTIVE,BR-0041,2026-01-10 21:04:43
PMLA-A000464-SYN,PMLA-C000305-SYN,BUSINESS,****8902,CAD,20187.34,17738.73,379.82,3.53,2000,2011-12-26,2018-08-02,ACTIVE,BR-0042,2026-01-10 21:04:43
PMLA-A000465-SYN,PMLA-C001248-SYN,SAVINGS,****5383,CAD,17796.66,14712.08,0.0,4.02,2000,2008-12-26,2016-07-18,FROZEN,BR-0047,2026-01-10 21:04:43
PMLA-A000466-SYN,PMLA-C001004-SYN,CHECKING,****1989,CAD,2437.35,2304.06,0.0,1.76,0,2020-05-04,2023-10-30,DORMANT,BR-0045,2026-01-10 21:04:43
PMLA-A000467-SYN,PMLA-C001318-SYN,SAVINGS,****5527,CAD,7141.44,5786.73,0.0,4.17,5000,2019-03-15,2024-01-23,ACTIVE,BR-0028,2026-01-10 21:04:43
PMLA-A000468-SYN,PMLA-C000333-SYN,CHECKING,****8349,CAD,17710.29,16563.0,61.49,0.31,5000,2023-10-01,2024-07-19,CLOSED,BR-0045,2026-01-10 21:04:43
PMLA-A000469-SYN,PMLA-C001342-SYN,SAVINGS,****9019,CAD,4655.19,3725.5,0.0,1.98,2000,2018-07-28,2020-05-16,ACTIVE,BR-0020,2026-01-10 21:04:43
PMLA-A000470-SYN,PMLA-C000689-SYN,CHECKING,****9930,CAD,612.65,568.19,0.0,4.44,1000,2009-02-08,2018-08-10,ACTIVE,BR-0022,2026-01-10 21:04:43
PMLA-A000471-SYN,PMLA-C001155-SYN,SAVINGS,****5981,CAD,5898.35,5321.73,0.0,2.71,500,2011-11-25,2015-11-25,ACTIVE,BR-0047,2026-01-10 21:04:43
PMLA-A000472-SYN,PMLA-C001190-SYN,SAVINGS,****1419,CAD,24089.75,20269.19,0.0,4.37,2000,2008-03-02,2020-01-31,ACTIVE,BR-0019,2026-01-10 21:04:43
PMLA-A000473-SYN,PMLA-C000671-SYN,CHECKING,****7857,CAD,1211.95,973.94,0.0,1.01,500,2015-11-10,2017-10-19,ACTIVE,BR-0030,2026-01-10 21:04:43
PMLA-A000474-SYN,PMLA-C000759-SYN,CHECKING,****4908,CAD,1355.73,1185.84,0.0,2.58,1000,2005-06-06,2013-09-21,CLOSED,BR-0042,2026-01-10 21:04:43
PMLA-A000475-SYN,PMLA-C001319-SYN,SAVINGS,****7945,CAD,1767.75,1465.64,0.0,2.22,2000,2014-12-13,2014-12-22,ACTIVE,BR-0036,2026-01-10 21:04:43
PMLA-A000476-SYN,PMLA-C000311-SYN,CHECKING,****1802,CAD,4960.13,4281.71,0.0,3.23,2000,2023-01-25,2023-10-31,ACTIVE,BR-0030,2026-01-10 21:04:43
PMLA-A000477-SYN,PMLA-C001341-SYN,SAVINGS,****5007,CAD,6954.38,6616.17,0.0,1.02,5000,2018-03-07,2020-06-15,ACTIVE,BR-0013,2026-01-10 21:04:43
PMLA-A000478-SYN,PMLA-C001483-SYN,CHECKING,****7529,CAD,21415.3,20519.81,0.0,2.31,2000,2009-05-24,2014-02-10,ACTIVE,BR-0047,2026-01-10 21:04:43
PMLA-A000479-SYN,PMLA-C000888-SYN,CHECKING,****4860,CAD,9565.53,9517.55,0.0,2.85,500,2017-01-29,2018-05-10,ACTIVE,BR-0034,2026-01-10 21:04:43
PMLA-A000480-SYN,PMLA-C000051-SYN,JOINT,****5740,CAD,2713.35,2663.8,0.0,3.26,0,2013-06-15,2022-04-21,ACTIVE,BR-0047,2026-01-10 21:04:43
PMLA-A000481-SYN,PMLA-C000315-SYN,BUSINESS,****8364,CAD,3669.1,3270.57,403.27,2.43,2000,2014-02-28,2019-02-17,ACTIVE,BR-0015,2026-01-10 21:04:43
PMLA-A000482-SYN,PMLA-C001436-SYN,SAVINGS,****6879,CAD,5283.6,4689.56,250.69,3.55,5000,2018-07-01,2021-01-18,ACTIVE,BR-0024,2026-01-10 21:04:43
PMLA-A000483-SYN,PMLA-C000441-SYN,JOINT,****3298,CAD,958.15,777.12,0.0,0.69,5000,2020-07-11,2024-05-30,ACTIVE,BR-0013,2026-01-10 21:04:43
PMLA-A000484-SYN,PMLA-C000797-SYN,CHECKING,****9790,CAD,6917.88,6577.93,0.0,0.64,1000,2012-11-08,2013-05-02,ACTIVE,BR-0024,2026-01-10 21:04:43
PMLA-A000485-SYN,PMLA-C000967-SYN,SAVINGS,****8795,CAD,3824.01,3677.17,0.0,2.36,0,2009-02-03,2009-05-06,ACTIVE,BR-0036,2026-01-10 21:04:43
PMLA-A000486-SYN,PMLA-C001386-SYN,SAVINGS,****9596,CAD,991.92,950.67,0.0,2.8,5000,2020-11-09,2023-09-21,ACTIVE,BR-0044,2026-01-10 21:04:43
PMLA-A000487-SYN,PMLA-C001433-SYN,BUSINESS,****6128,CAD,8557.85,8437.66,0.0,1.21,0,2017-10-01,2021-03-25,ACTIVE,BR-0030,2026-01-10 21:04:43
PMLA-A000488-SYN,PMLA-C000457-SYN,BUSINESS,****6268,CAD,4747.48,4160.41,0.0,2.55,0,2012-09-25,2014-02-10,ACTIVE,BR-0047,2026-01-10 21:04:43
PMLA-A000489-SYN,PMLA-C001175-SYN,CHECKING,****8033,CAD,4423.86,4341.98,0.0,0.39,1000,2018-07-29,2021-04-15,ACTIVE,BR-0003,2026-01-10 21:04:43
PMLA-A000490-SYN,PMLA-C000021-SYN,BUSINESS,****8706,CAD,4517.86,4240.35,0.0,1.1,5000,2008-04-25,2023-10-31,ACTIVE,BR-0021,2026-01-10 21:04:43
PMLA-A000491-SYN,PMLA-C000221-SYN,SAVINGS,****1160,CAD,16748.51,14855.39,35.19,3.43,0,2010-08-28,2021-10-28,ACTIVE,BR-0001,2026-01-10 21:04:43
PMLA-A000492-SYN,PMLA-C000111-SYN,CHECKING,****4588,CAD,449.53,439.97,0.0,0.65,1000,2005-07-27,2011-04-25,ACTIVE,BR-0028,2026-01-10 21:04:43
PMLA-A000493-SYN,PMLA-C000693-SYN,JOINT,****6064,CAD,1632.23,1333.18,0.0,3.48,5000,2009-02-05,2017-06-23,ACTIVE,BR-0029,2026-01-10 21:04:43
PMLA-A000494-SYN,PMLA-C000823-SYN,SAVINGS,****1681,CAD,5742.13,4994.77,0.0,3.44,5000,2017-08-26,2021-10-16,ACTIVE,BR-0001,2026-01-10 21:04:43
PMLA-A000495-SYN,PMLA-C000883-SYN,BUSINESS,****3296,CAD,4000.4,3588.1,0.0,3.63,0,2023-06-11,2023-08-15,ACTIVE,BR-0013,2026-01-10 21:04:43
PMLA-A000496-SYN,PMLA-C000050-SYN,SAVINGS,****2134,CAD,10800.99,8926.66,0.0,4.5,5000,2020-05-28,2023-09-03,ACTIVE,BR-0038,2026-01-10 21:04:43
PMLA-A000497-SYN,PMLA-C001157-SYN,CHECKING,****4065,CAD,64985.52,52721.55,0.0,2.27,0,2013-11-23,2017-06-27,ACTIVE,BR-0004,2026-01-10 21:04:43
PMLA-A000498-SYN,PMLA-C001146-SYN,SAVINGS,****5303,CAD,5836.02,5306.46,0.0,2.38,2000,2009-04-04,2016-07-26,ACTIVE,BR-0036,2026-01-10 21:04:43
PMLA-A000499-SYN,PMLA-C000139-SYN,JOINT,****8010,CAD,26542.72,22868.42,0.0,3.47,2000,2017-04-16,2024-06-25,ACTIVE,BR-0004,2026-01-10 21:04:43
PMLA-A000500-SYN,PMLA-C001407-SYN,CHECKING,****7539,CAD,4078.28,3446.18,463.3,0.22,1000,2013-05-12,2022-03-01,FROZEN,BR-0038,2026-01-10 21:04:43
PMLA-A000501-SYN,PMLA-C001328-SYN,CHECKING,****2595,CAD,3824.57,3740.1,0.0,3.51,500,2011-12-05,2019-06-06,ACTIVE,BR-0026,2026-01-10 21:04:43
PMLA-A000502-SYN,PMLA-C001286-SYN,JOINT,****6899,CAD,4244.96,3692.19,0.0,2.31,1000,2013-05-30,2021-10-07,ACTIVE,BR-0028,2026-01-10 21:04:43
PMLA-A000503-SYN,PMLA-C000675-SYN,SAVINGS,****5073,CAD,11869.02,11695.13,0.0,1.21,2000,2015-11-15,2017-07-29,ACTIVE,BR-0038,2026-01-10 21:04:43
PMLA-A000504-SYN,PMLA-C000085-SYN,SAVINGS,****7350,CAD,71148.13,57178.61,0.0,0.63,2000,2020-10-23,2022-05-03,ACTIVE,BR-0049,2026-01-10 21:04:43
PMLA-A000505-SYN,PMLA-C000631-SYN,CHECKING,****1805,CAD,7165.47,6661.07,0.0,0.61,2000,2009-03-15,2019-04-18,ACTIVE,BR-0041,2026-01-10 21:04:43
PMLA-A000506-SYN,PMLA-C001130-SYN,CHECKING,****3662,CAD,5350.64,4851.97,0.0,0.07,1000,2007-06-13,2016-02-07,ACTIVE,BR-0013,2026-01-10 21:04:43
PMLA-A000507-SYN,PMLA-C000370-SYN,SAVINGS,****7609,USD,19761.12,19394.94,0.0,3.42,0,2016-07-20,2023-12-07,CLOSED,BR-0036,2026-01-10 21:04:43
PMLA-A000508-SYN,PMLA-C000083-SYN,SAVINGS,****4526,CAD,2571.03,2225.29,432.58,0.25,0,2005-09-15,2024-11-03,ACTIVE,BR-0015,2026-01-10 21:04:43
PMLA-A000509-SYN,PMLA-C001402-SYN,SAVINGS,****8878,CAD,4421.09,4391.58,0.0,1.24,0,2017-03-11,2020-05-09,ACTIVE,BR-0034,2026-01-10 21:04:43
PMLA-A000510-SYN,PMLA-C000234-SYN,BUSINESS,****6588,CAD,2222.17,1979.57,0.0,3.91,2000,2012-10-18,2020-12-12,ACTIVE,BR-0010,2026-01-10 21:04:43
PMLA-A000511-SYN,PMLA-C000810-SYN,BUSINESS,****6448,CAD,5736.51,5591.69,0.0,1.0,2000,2013-10-08,2018-07-17,ACTIVE,BR-0039,2026-01-10 21:04:43
PMLA-A000512-SYN,PMLA-C001271-SYN,BUSINESS,****2675,CAD,10922.3,9133.24,0.0,4.38,5000,2012-11-25,2019-11-06,ACTIVE,BR-0007,2026-01-10 21:04:43
PMLA-A000513-SYN,PMLA-C001078-SYN,SAVINGS,****4828,CAD,162.58,153.23,0.0,0.28,1000,2019-07-16,2023-10-02,ACTIVE,BR-0006,2026-01-10 21:04:43
PMLA-A000514-SYN,PMLA-C001348-SYN,CHECKING,****8061,CAD,722.34,593.66,0.0,0.03,2000,2013-02-03,2024-06-16,ACTIVE,BR-0013,2026-01-10 21:04:43
PMLA-A000515-SYN,PMLA-C000608-SYN,CHECKING,****2806,CAD,3150.94,2760.39,0.0,4.37,2000,2011-11-18,2024-05-20,ACTIVE,BR-0011,2026-01-10 21:04:43
PMLA-A000516-SYN,PMLA-C000709-SYN,JOINT,****5478,CAD,10068.15,8296.4,0.0,3.38,2000,2016-09-18,2020-02-16,ACTIVE,BR-0029,2026-01-10 21:04:43
PMLA-A000517-SYN,PMLA-C000629-SYN,SAVINGS,****7879,CAD,12511.79,11228.34,0.0,1.98,5000,2015-01-10,2021-06-08,ACTIVE,BR-0004,2026-01-10 21:04:43
PMLA-A000518-SYN,PMLA-C000788-SYN,CHECKING,****3036,CAD,2334.28,1884.97,0.0,1.51,0,2007-10-19,2020-12-01,ACTIVE,BR-0043,2026-01-10 21:04:43
PMLA-A000519-SYN,PMLA-C000258-SYN,SAVINGS,****6099,CAD,29336.75,23504.98,422.45,0.4,2000,2011-06-29,2012-07-25,ACTIVE,BR-0042,2026-01-10 21:04:43
PMLA-A000520-SYN,PMLA-C001367-SYN,CHECKING,****5021,CAD,16540.41,16409.28,10.04,3.69,2000,2013-07-16,2015-09-07,ACTIVE,BR-0044,2026-01-10 21:04:43
PMLA-A000521-SYN,PMLA-C000223-SYN,BUSINESS,****4733,CAD,3138.26,2777.65,135.06,3.26,0,2013-07-07,2018-01-13,ACTIVE,BR-0041,2026-01-10 21:04:43
PMLA-A000522-SYN,PMLA-C001006-SYN,SAVINGS,****8895,CAD,7911.62,7368.86,0.0,1.56,1000,2016-05-14,2022-11-26,ACTIVE,BR-0018,2026-01-10 21:04:43
PMLA-A000523-SYN,PMLA-C001192-SYN,CHECKING,****8968,CAD,2644.16,2318.22,0.0,3.93,500,2024-03-23,2024-08-22,ACTIVE,BR-0047,2026-01-10 21:04:43
PMLA-A000524-SYN,PMLA-C000159-SYN,BUSINESS,****9496,CAD,1410.51,1236.35,0.0,2.39,2000,2023-12-14,2024-03-09,CLOSED,BR-0042,2026-01-10 21:04:43
