application_id,gt_person_id,link_shared_id,bank_internal_id,application_ts,product,amount_requested,term_months,interest_rate,birth_year,sex,home_postal_fsa,home_province,home_lat,home_lng,employment_type,employer_industry,employment_tenure_months,pay_frequency,dependents,residence_months,declared_income_cad,verified_income_cad,avg_balance_3m_cad,inflow_payroll_3m_cad,card_spend_3m_cad,atm_withdraw_3m_cad,nsf_count_3m,late_fee_count_3m,overdraft_days_3m,device_type,browser,os,device_id,ip_lat,ip_lng,internal_risk_score,default_12m,created_at,updated_at,source_system
3011,474,,ece35b6a47cea55e,2025-07-24 18:50:28,PersonalLoan,5714.08,72,0.0871,1962,F,A9P,ON,45.35174129525973,-75.6517556309731,Full-time,Government,12,monthly,0,23,78328.7,87455.24,1531.87,2387.49,5719.75,588.72,0,0,3,mobile,Safari,iOS,d474_103,45.35174129525973,-75.6517556309731,0.41583320829369624,True,2025-07-17,2025-07-26,bank_app_v1
3012,3345,ce64a885c26dafc4,2ea94ae407b61963,2025-04-21 12:50:29,AutoLoan,63759.34,48,0.1566,1959,F,B6V,NU,63.82021968945701,-68.40521130447952,Retired,Healthcare,61,monthly,0,76,58331.04,56702.26,645.95,6229.42,6801.65,704.41,0,0,0,mobile,Safari,Linux,d3345_613,63.82021968945701,-68.40521130447952,0.03108318434365598,False,2025-04-09,2025-04-24,bank_app_v1
3013,4707,,c6a96ea134e8fbf2,2025-04-17 18:46:03,LineOfCredit,3701.53,60,0.0965,1954,F,A9B,YT,60.55301513274776,-135.06617840898423,Full-time,Finance,47,monthly,1,51,41971.39,45823.85,1448.53,5626.19,4668.76,718.48,2,0,0,mobile,Chrome,Android,d4707_905,60.55301513274776,-135.06617840898423,0.2792207374549145,False,2025-04-11,2025-04-19,bank_app_v1
3014,5954,8e1bee8b3eb66358,d9b4073ea3a106b1,2025-02-05 16:05:46,PersonalLoan,16260.43,12,0.1305,1949,F,P4R,NB,45.42570451709532,-65.90433710635891,Full-time,Technology,26,biweekly,0,59,67799.88,61424.12,3796.63,10810.17,4291.25,1122.25,0,0,0,mobile,Chrome,Windows,d5954_632,60.198025083432256,-57.83347895119199,0.4604431919027759,False,2025-01-31,2025-02-11,bank_app_v1
3015,7351,7f8b11b647ebd2ec,6cb8488c44a1fbd5,2025-02-01 19:03:02,PersonalLoan,10806.94,36,0.0367,1989,M,A3N,NT,62.31705556594474,-114.2212370372178,Student,Healthcare,8,biweekly,3,104,115265.88,127109.28,11353.98,6074.28,1569.27,706.9,0,0,1,mobile,Edge,Windows,d7351_284,62.31705556594474,-114.2212370372178,0.38617134473429826,False,2025-01-18,2025-02-05,bank_app_v1
3016,7844,7c692dda75bead27,7a0756dde2c503d6,2025-02-28 18:05:10,CreditCard,3558.21,48,0.1391,1972,M,S9T,NB,45.31098478660059,-65.96934897907788,Full-time,Healthcare,39,monthly,2,157,55877.42,49795.95,18434.06,26573.08,687.73,136.06,0,0,1,mobile,Edge,iOS,d7844_244,45.31098478660059,-65.96934897907788,0.15879000177457714,False,2025-02-26,2025-03-01,bank_app_v1
3017,3106,62ec0999ee23ce97,f231e18543fd1589,2025-06-20 13:29:23,PersonalLoan,54922.22,24,0.1144,1965,M,B0X,AB,,,Full-time,Transportation,27,biweekly,2,204,33753.11,32646.67,1029.82,14245.87,12861.74,706.44,0,0,0,desktop,Chrome,macOS,d3106_512,,,0.512045162573233,False,2025-06-08,2025-06-25,bank_app_v1
3018,6824,96b2dcabbef6ac49,283fa0e9c7d8bacf,2025-02-22 17:09:09,PersonalLoan,5950.62,36,0.1785,1978,M,B5A,NT,62.396603295640915,-114.31344807844175,Full-time,Government,86,monthly,0,0,86200.86,83972.22,12050.5,11232.33,9358.96,1088.37,1,0,0,mobile,Safari,Android,d6824_644,62.396603295640915,-114.31344807844175,0.06379373463797244,False,2025-02-10,2025-02-25,bank_app_v1
3019,2684,,b2dcbafe16f9f5ee,2025-05-11 10:13:50,PersonalLoan,23640.05,12,0.0518,1963,M,S8X,AB,,,Full-time,Education,36,biweekly,1,10,216010.2,197875.06,2731.28,21176.49,6489.74,239.67,0,1,0,desktop,Firefox,Linux,d2684_949,,,0.2713154626261176,False,2025-04-29,2025-05-13,bank_app_v1
3020,3304,,85524b63e3c528f0,2025-07-31 15:32:18,CreditCard,11435.72,12,0.2088,1995,F,K1E,YT,60.66429824210329,-135.10930421130604,Unemployed,Government,0,biweekly,0,60,70592.25,79937.1,1549.68,22221.69,9704.9,938.06,0,0,0,mobile,Edge,iOS,d3304_583,60.66429824210329,-135.10930421130604,0.4821184942246277,False,2025-07-30,2025-08-04,bank_app_v1
3021,3025,425042ba25941460,9f2c38a19a77db28,2025-03-03 09:44:09,LineOfCredit,47471.24,48,0.1815,1956,F,S5B,ON,,,Full-time,Education,59,biweekly,2,67,76786.9,64938.78,1417.09,14115.66,5761.79,2172.35,1,0,2,desktop,Edge,macOS,d3025_591,,,0.22131684687514816,False,2025-03-02,2025-03-05,bank_app_v1
3022,3580,,9f791ed1154762f8,2025-03-16 14:46:48,CreditCard,2462.19,24,0.1672,1948,M,Y4J,SK,50.49984435550633,-104.73448426063933,Part-time,Retail,38,biweekly,3,0,36182.22,39951.92,4759.85,8911.01,676.67,687.33,1,0,3,mobile,Edge,Linux,d3580_675,50.49984435550633,-104.73448426063933,0.12724110204129888,False,2025-03-02,2025-03-16,bank_app_v1
3023,289,,d7bd63ff79bbc3a3,2025-03-08 19:04:56,LineOfCredit,16969.82,12,0.0878,2000,M,V4H,NU,63.90826870475251,-68.52055332482841,Full-time,Transportation,2,biweekly,1,49,119974.62,124956.75,4148.68,18573.88,1903.13,706.66,0,0,0,mobile,Firefox,Windows,d289_368,63.90826870475251,-68.52055332482841,0.3243030020943245,True,2025-03-01,2025-03-09,bank_app_v1
3024,7478,69dcf7d6aff3867e,a5112c08d08bd499,2025-05-05 09:22:15,CreditCard,10027.18,72,0.1505,2002,F,E2N,BC,49.28440931843776,-123.1248431057846,Full-time,Finance,61,biweekly,0,124,74672.48,76539.58,6132.72,10746.14,1331.37,264.19,0,1,0,desktop,Chrome,macOS,d7478_748,49.28440931843776,-123.1248431057846,0.0,True,2025-04-30,2025-05-08,bank_app_v1
3025,6255,bf8c9c46c6978f6a,66a9d2b01aeca68c,2025-05-04 18:28:43,CreditCard,10300.32,12,0.1881,1962,F,T0E,BC,48.26124188127355,-123.22059412606293,Full-time,Transportation,78,biweekly,2,100,167250.47,167309.48,982.86,2546.92,2670.74,234.09,1,1,1,mobile,Other,Android,d6255_167,48.26124188127355,-123.22059412606293,0.4967901817012759,False,2025-04-23,2025-05-10,bank_app_v1
3026,4543,9a5329024a1285ed,68370cf7c7d5af5e,2025-03-20 17:41:41,CreditCard,9099.09,48,0.1637,1992,M,C2M,NL,47.37685827029006,-52.58826350870861,Retired,Hospitality,64,biweekly,0,34,72642.64,63173.7,23543.36,11259.45,2534.48,383.27,0,0,1,mobile,Firefox,Windows,d4543_346,47.37685827029006,-52.58826350870861,0.5569711684210343,False,2025-03-11,2025-03-20,bank_app_v1
3027,4452,cb784cd2d61bd2f7,c03c6721e096d036,2025-06-11 15:56:52,CreditCard,13775.34,12,0.2183,1955,F,S6G,QC,45.387048033457425,-73.54503469268286,Student,Construction,23,monthly,2,54,104977.27,82781.72,1373.79,2816.82,1056.33,389.15,0,1,2,desktop,Firefox,Linux,d4452_788,45.387048033457425,-73.54503469268286,0.26088713233001704,False,2025-06-06,2025-06-13,bank_app_v1
3028,2275,,4ccc99ff230fd360,2025-03-18 11:18:21,LineOfCredit,17881.06,12,0.1308,2001,F,Y6L,NU,63.59763805136333,-68.54986061772277,Full-time,Hospitality,22,monthly,0,63,46936.19,40990.66,10731.88,17904.51,5854.71,536.66,0,0,2,mobile,Other,macOS,d2275_806,63.59763805136333,-68.54986061772277,0.5605791519870003,False,2025-03-09,2025-03-23,bank_app_v1
3029,4664,,b6b11424e9df8c46,2025-06-16 09:54:14,AutoLoan,3822.59,72,0.0511,1949,F,H8N,ON,,,Full-time,Education,58,monthly,0,44,67463.07,42965.96,16670.51,8611.11,5977.17,51.15,1,0,1,mobile,Firefox,Android,d4664_366,,,0.31213194087614154,False,2025-06-07,2025-06-16,bank_app_v1
3030,996,,f09fad82c5a45823,2025-08-03 10:04:16,PersonalLoan,12895.75,12,0.1849,1975,M,V5M,YT,60.764212130353386,-135.08209528636988,Retired,Finance,113,monthly,1,37,65744.83,57005.25,1038.42,3518.64,10632.39,337.88,0,0,1,desktop,Firefox,Android,d996_340,60.764212130353386,-135.08209528636988,0.11684241887695487,False,2025-07-23,2025-08-03,bank_app_v1
3031,8163,f9ba5a414581cda3,f237286830286024,2025-01-08 14:09:48,LineOfCredit,8760.81,12,0.0674,1966,M,Y4T,MB,,,Full-time,Technology,11,biweekly,1,34,48818.16,48266.63,12655.87,2582.41,3210.51,236.34,1,0,1,desktop,Safari,Linux,d8163_982,,,0.32581112972659565,False,2025-01-05,2025-01-11,bank_app_v1
3032,4154,,52fac523f757eb9c,2025-08-09 14:53:36,PersonalLoan,11331.79,12,0.0764,1945,F,A9A,AB,53.72849046252116,-113.53123876285852,Full-time,Construction,0,biweekly,2,60,56256.86,53286.28,3755.54,7053.28,4927.48,600.38,0,0,0,mobile,Safari,iOS,d4154_950,53.72849046252116,-113.53123876285852,0.26968078446941446,False,2025-07-27,2025-08-09,bank_app_v1
3033,2979,,52e2c420cf546eb6,2025-01-26 12:11:17,PersonalLoan,19914.65,72,0.0608,1953,M,B9Y,SK,52.01731294514678,-106.65008997390602,Full-time,Hospitality,148,biweekly,1,76,29680.18,20198.4,2657.92,9809.71,2592.04,510.37,1,0,0,mobile,Firefox,iOS,d2979_829,52.01731294514678,-106.65008997390602,0.2882664856397843,True,2025-01-23,2025-01-28,bank_app_v1
3034,4895,00935d463ae630cd,31c0b0c96587cf32,2025-04-08 19:39:33,AutoLoan,13735.11,72,0.168,1950,M,P6S,SK,52.257881354755234,-106.47482095880098,Student,Retail,73,biweekly,1,95,91020.87,84852.84,1161.46,7618.78,10982.07,2335.84,0,0,0,mobile,Safari,Linux,d4895_420,52.257881354755234,-106.47482095880098,0.4205223620303541,False,2025-03-30,2025-04-14,bank_app_v1
3035,3053,776f24d4b538070f,04dce90064b852f5,2025-05-06 09:48:54,PersonalLoan,6962.32,72,0.0924,1959,F,M3V,NL,47.5719789818859,-52.586595455246034,Retired,Finance,146,monthly,0,0,61389.38,45709.46,26245.72,10411.95,17451.74,1697.95,1,0,0,mobile,Other,macOS,d3053_443,47.5719789818859,-52.586595455246034,0.242238542753481,False,2025-05-05,2025-05-12,bank_app_v1
3036,1937,,0b3e9f5214e97140,2025-02-04 19:45:06,LineOfCredit,9141.12,12,0.116,1987,F,R8V,NL,47.683568270023,-52.59615481115709,Full-time,Retail,0,biweekly,1,90,68655.15,80623.46,3993.38,17686.76,3445.62,296.11,0,0,1,mobile,Edge,iOS,d1937_687,47.683568270023,-52.59615481115709,0.46528130039831184,False,2025-01-24,2025-02-05,bank_app_v1
3037,1979,,56abc6dae3429b5d,2025-06-18 12:50:53,LineOfCredit,36109.24,72,0.0957,1975,F,V4P,SK,50.47031942452195,-104.83579963831309,Contract,Retail,66,biweekly,2,67,62712.24,56166.65,3776.99,21979.79,1812.42,729.53,0,1,0,desktop,Chrome,Windows,d1979_821,50.47031942452195,-104.83579963831309,0.4252846957781808,False,2025-06-16,2025-06-20,bank_app_v1
3038,6013,9e3e56bed8fdbee8,103b74e3877fd1fc,2025-05-06 17:26:16,AutoLoan,14638.41,60,0.1101,1993,M,B7N,AB,,,Full-time,Construction,81,biweekly,0,42,141983.55,122961.07,1810.67,11281.74,1319.61,250.66,0,2,1,desktop,Firefox,Android,d6013_217,,,0.09551631211258116,False,2025-04-26,2025-05-06,bank_app_v1
3039,3233,,509d77739e1103f9,2025-05-13 09:10:50,CreditCard,5119.86,12,0.1037,1981,F,P1S,AB,51.27133493461429,-114.32229537797903,Full-time,Education,0,monthly,1,44,134133.72,112017.63,4616.69,6909.7,8220.28,240.77,0,0,1,mobile,Chrome,Linux,d3233_524,51.27133493461429,-114.32229537797903,0.37299093808918166,False,2025-05-10,2025-05-14,bank_app_v1
3040,6171,f988207b4653e7b9,e29127a61a0dfd65,2025-03-03 10:51:33,PersonalLoan,10004.23,48,0.1625,1982,F,P5M,QC,46.722906336050464,-71.32823594507207,Contract,Retail,44,biweekly,1,52,36249.75,40826.01,4964.23,18301.84,8491.62,878.18,0,0,1,mobile,Firefox,iOS,d6171_456,46.722906336050464,-71.32823594507207,0.34817895759944395,False,2025-02-25,2025-03-05,bank_app_v1
3041,2162,,409212568a2da5e9,2025-07-31 10:50:54,PersonalLoan,12572.08,24,0.104,1962,F,B0Y,MB,49.909760289368386,-97.12620074189724,Full-time,Education,39,biweekly,2,23,113523.86,98847.52,3224.16,5432.35,2878.92,124.3,0,1,4,mobile,Firefox,Linux,d2162_215,49.909760289368386,-97.12620074189724,0.16984144218949193,False,2025-07-23,2025-08-02,bank_app_v1
3042,6514,12c6c8471776dd28,707ca15f81c8f8fc,2025-02-16 16:18:13,AutoLoan,4738.41,60,0.1811,1962,F,L9A,NT,62.59260922434526,-114.08588855608166,Contract,Construction,47,biweekly,3,26,26976.61,20149.49,3861.69,9290.49,11322.65,344.82,0,1,2,mobile,Edge,Android,d6514_722,62.59260922434526,-114.08588855608166,0.3014006719623063,True,2025-02-15,2025-02-17,bank_app_v1
3043,1696,,cfc3c77a2352cd65,2025-05-01 16:05:25,LineOfCredit,25670.39,12,0.0899,1995,F,H4A,NS,44.75640148356373,-63.22667207287111,Full-time,Education,28,biweekly,1,0,48614.27,47572.85,3604.1,14138.99,2907.26,884.85,0,0,2,mobile,Firefox,Linux,d1696_160,60.49927237976975,-105.26291334035488,0.47631130372645214,False,2025-04-28,2025-05-05,bank_app_v1
3044,3465,,5457d5091584bc4d,2025-08-05 17:09:43,AutoLoan,13537.69,48,0.066,1998,M,E1J,NL,47.434966478158366,-52.667896683669554,Full-time,Construction,16,monthly,0,4,163863.01,160247.73,3564.4,10386.34,7812.2,1517.27,1,0,1,desktop,Edge,iOS,d3465_605,47.434966478158366,-52.667896683669554,0.5788330912914258,False,2025-07-27,2025-08-10,bank_app_v1
3045,6231,f978ed5f7005e429,6e0e020fccf5f5c3,2025-06-24 16:59:36,LineOfCredit,42053.65,60,0.1526,1994,F,B1E,NS,,,Part-time,Hospitality,0,monthly,0,86,62596.7,72394.76,9403.73,6991.7,2661.95,535.57,0,0,0,desktop,Edge,iOS,d6231_879,,,0.19949515686162378,False,2025-06-23,2025-06-27,bank_app_v1
3046,3832,,c394a73b79df6077,2025-06-08 11:36:01,PersonalLoan,32842.45,60,0.1103,1995,M,S0J,ON,,,Retired,Technology,10,biweekly,1,101,104578.66,116548.85,4968.41,11547.41,2694.23,206.38,1,0,0,mobile,Other,Linux,d3832_819,,,0.14447218184392688,False,2025-06-03,2025-06-13,bank_app_v1
3047,576,,81e7ac00cb2ec2cc,2025-07-01 17:55:26,CreditCard,23287.82,36,0.2556,1956,F,X9X,SK,,,Full-time,Technology,29,biweekly,1,39,37738.82,45286.58,21709.22,3315.02,3541.33,1744.62,1,0,0,mobile,Safari,macOS,d576_252,,,0.4032283499828333,False,2025-06-20,2025-07-06,bank_app_v1
3048,8493,ad1fe17f13babbda,c5da8da295da2e64,2025-02-01 13:00:54,LineOfCredit,11329.37,48,0.135,2002,M,S7L,YT,60.813433671753,-135.13236090413346,Full-time,Transportation,52,biweekly,2,26,161408.75,151902.37,851.9,10342.7,830.17,904.64,0,0,2,mobile,Safari,iOS,d8493_846,60.813433671753,-135.13236090413346,0.4388598411778839,False,2025-01-25,2025-02-06,bank_app_v1
3049,3658,,2c9b5ae012cad080,2025-05-02 09:57:34,AutoLoan,4512.81,72,0.0625,1997,F,E1G,SK,50.369552410950725,-104.40817130348152,Full-time,Government,39,biweekly,1,45,50502.67,49159.56,1386.72,15072.28,5858.28,151.05,1,0,2,mobile,Chrome,Linux,d3658_253,50.369552410950725,-104.40817130348152,0.34368712137314106,False,2025-04-22,2025-05-08,bank_app_v1
3050,1630,ba5a255e8e6e63d0,3a818b3a7d7c365b,2025-01-19 18:50:12,AutoLoan,16860.83,60,0.1219,1981,M,G9S,NS,,,Retired,Healthcare,40,weekly,0,0,81952.19,98342.63,3635.83,4366.34,5707.97,564.19,1,0,0,mobile,Chrome,iOS,d1630_442,,,0.20830062017665912,False,2025-01-08,2025-01-25,bank_app_v1
3051,6880,803f9f1903175045,3241a4d5edeb251c,2025-02-18 09:05:58,PersonalLoan,37379.56,36,0.1226,1986,M,T2H,NB,46.2165744329747,-66.70248160533394,Self-employed,Transportation,94,biweekly,0,63,106170.77,95024.57,514.3,4666.15,1562.18,239.27,0,1,1,mobile,Firefox,Android,d6880_568,48.481984129798136,-139.68251354193217,0.31738333494719756,False,2025-02-10,2025-02-23,bank_app_v1
3052,4460,1fec347e96cae484,2b4bbda608a9bb36,2025-01-25 11:28:37,AutoLoan,15865.87,36,0.1586,1979,F,L6H,MB,50.0817239067827,-97.18657633652346,Full-time,Education,76,biweekly,0,98,47685.24,49791.74,12778.0,5314.52,21140.73,580.68,0,0,0,mobile,Edge,Linux,d4460_168,50.0817239067827,-97.18657633652346,0.4244503303918745,False,2025-01-13,2025-01-26,bank_app_v1
3053,5037,90873b0038859a5c,2f7a096a94850dc9,2025-02-06 19:12:50,AutoLoan,4706.17,12,0.1016,1955,F,C1B,NL,47.61490364868759,-52.62710103058211,Full-time,Healthcare,11,biweekly,1,0,64456.87,59339.53,1103.02,6990.7,2690.19,705.32,0,0,0,mobile,Safari,iOS,d5037_542,47.61490364868759,-52.62710103058211,0.4127673325320994,False,2025-02-04,2025-02-09,bank_app_v1
3054,2265,cd793102395b0ea6,97c3a76cd95a0c80,2025-01-09 09:53:48,CreditCard,17308.29,60,0.2269,1950,M,C7M,PE,46.28409007670412,-62.9795502351334,Full-time,Technology,84,weekly,1,0,49997.65,46126.59,2122.55,9082.35,1994.06,188.51,1,1,3,mobile,Firefox,Windows,d2265_164,46.28409007670412,-62.9795502351334,0.3731110009216359,False,2025-01-08,2025-01-11,bank_app_v1
3055,317,a3a3f7e5f2304427,4bfe60b8a972cfdf,2025-06-17 14:42:00,CreditCard,10226.89,36,0.1362,1976,F,H2L,NT,62.5218802638084,-114.35031482160215,Full-time,Retail,5,monthly,0,0,84161.59,95515.03,4485.82,34456.87,3285.95,224.34,0,1,1,mobile,Chrome,Windows,d317_861,62.5218802638084,-114.35031482160215,0.32566298541872285,False,2025-06-03,2025-06-20,bank_app_v1
3056,3596,3aa8e37ec4f76874,4123f7b84063fb64,2025-01-31 15:16:32,AutoLoan,18902.91,36,0.1223,1963,F,T6M,QC,45.4615037854226,-75.65726724192693,Self-employed,Government,37,monthly,0,69,72462.34,86954.81,1456.36,8671.79,8795.79,293.71,0,0,1,mobile,Other,iOS,d3596_148,45.4615037854226,-75.65726724192693,0.23854157243773766,False,2025-01-28,2025-02-03,bank_app_v1
3057,6328,791970786d8a678e,a214ac027d0b9649,2025-05-13 10:47:10,CreditCard,13646.09,48,0.1495,1955,F,M9T,ON,43.00128945295762,-81.21901800961835,Full-time,Transportation,57,monthly,1,0,89317.58,72526.41,3683.64,5555.19,1903.63,544.88,0,2,2,mobile,Firefox,macOS,d6328_686,43.00128945295762,-81.21901800961835,0.3357715214490173,False,2025-05-06,2025-05-19,bank_app_v1
3058,3033,5345e5e311cbbd56,a29bf28c287e020c,2025-06-22 11:41:46,LineOfCredit,14425.16,60,0.0841,2000,M,H5K,NU,63.83314989996593,-68.54610538251553,Full-time,Education,25,biweekly,0,60,150506.81,140923.18,1196.5,11210.93,1964.67,268.39,0,0,1,mobile,Edge,Windows,d3033_814,63.83314989996593,-68.54610538251553,0.3291583531501091,False,2025-06-15,2025-06-25,bank_app_v1
3059,8295,f9b038225a5a5d3e,68431251b0b55932,2025-07-17 11:33:58,CreditCard,18948.47,12,0.2701,1975,F,A7A,NL,47.59885775386021,-52.726857734803374,Full-time,Retail,54,biweekly,0,30,49534.44,41550.58,6011.02,2035.55,8807.39,1013.58,0,0,2,desktop,Chrome,Linux,d8295_136,47.59885775386021,-52.726857734803374,0.7174319216030799,False,2025-07-16,2025-07-22,bank_app_v1
3060,1966,f8b53c847bbd4c49,7d197d64d92b3273,2025-07-13 13:14:32,LineOfCredit,27690.66,24,0.174,1970,M,H8P,QC,45.594698281606036,-73.3639983171029,Full-time,Technology,7,monthly,3,8,81367.74,92189.38,1740.23,20530.23,6730.9,360.07,0,0,0,mobile,Firefox,iOS,d1966_362,45.594698281606036,-73.3639983171029,0.37100765474325503,False,2025-07-10,2025-07-14,bank_app_v1
3061,2196,8038256225258ef1,3c7d1598e9bf0742,2025-05-28 18:30:11,CreditCard,8176.72,48,0.1608,1973,M,R1E,PE,46.307711897851995,-63.288147371965486,Part-time,Retail,65,biweekly,1,101,57206.7,57538.05,1690.88,7292.99,2807.16,706.57,0,0,0,mobile,Firefox,iOS,d2196_267,46.307711897851995,-63.288147371965486,0.3558093222109707,False,2025-05-15,2025-05-29,bank_app_v1
3062,4448,a0702e4f4f22742d,69e00c1f8b0c2c28,2025-02-14 19:56:04,CreditCard,3926.77,36,0.2501,1966,F,Y7H,NT,62.60362665721767,-114.58383604767326,Full-time,Government,69,monthly,0,105,46050.83,34445.54,2572.31,21205.01,1820.04,250.19,0,0,0,mobile,Other,macOS,d4448_229,62.60362665721767,-114.58383604767326,0.22654710163090308,False,2025-02-02,2025-02-18,bank_app_v1
3063,8568,ed2fc41e2dbd184f,f1728d59080c64ef,2025-05-06 13:25:38,PersonalLoan,51961.76,48,0.1129,1959,M,N9N,QC,45.61806527572301,-73.66722141979987,Full-time,Healthcare,115,biweekly,1,69,67298.87,58790.28,1058.17,8783.68,2252.51,185.97,1,0,0,mobile,Other,iOS,d8568_694,39.607750014439,-122.14494457075024,0.3306508708349186,False,2025-05-01,2025-05-06,bank_app_v1
3064,6083,f419bf479db0e9c6,1b9ea0ff0d757cf3,2025-02-21 12:55:33,CreditCard,3499.31,72,0.2174,1957,F,M0Y,YT,60.96959372627299,-135.169977798315,Retired,Construction,60,monthly,0,14,60746.03,52134.87,5176.46,7728.93,4260.15,1026.09,0,1,0,mobile,Firefox,Android,d6083_710,60.96959372627299,-135.169977798315,0.4146443914039709,False,2025-02-20,2025-02-25,bank_app_v1
3065,500,,34eaa7d072eeeebd,2025-03-22 09:01:18,LineOfCredit,10168.3,12,0.0506,1952,M,S7T,QC,45.50683244038074,-75.7893700622928,Full-time,Government,11,biweekly,0,48,72991.79,77383.14,4113.38,5452.99,2205.85,212.48,1,0,0,mobile,Chrome,Windows,d500_356,45.50683244038074,-75.7893700622928,0.0,False,2025-03-18,2025-03-28,bank_app_v1
3066,1328,,e3174130b37f0c01,2025-04-13 19:33:38,LineOfCredit,25037.57,48,0.1547,1975,F,J2R,NS,44.54010645562877,-63.644471743670394,Self-employed,Government,45,biweekly,1,162,70406.27,57317.15,63712.74,3685.9,13110.04,341.99,0,0,2,desktop,Safari,Linux,d1328_904,44.54010645562877,-63.644471743670394,0.3270015241671128,False,2025-04-07,2025-04-18,bank_app_v1
3067,4199,,8e8b3c9f2d3c284a,2025-07-15 15:33:01,PersonalLoan,11599.7,36,0.106,1952,F,P2B,BC,,,Part-time,Transportation,0,weekly,0,58,281507.91,200467.24,1104.45,21107.45,2923.05,334.63,1,0,2,desktop,Edge,macOS,d4199_643,,,0.46828180384394485,False,2025-07-11,2025-07-19,bank_app_v1
3068,611,c7fed3ab8a6ab5d1,f47140b5a03fe89c,2025-01-14 16:46:02,LineOfCredit,19653.88,48,0.1493,1959,M,V5E,NL,47.640006503623106,-52.58653448406001,Retired,Education,7,weekly,2,62,138681.86,139486.81,4264.71,26954.58,2656.11,559.22,1,0,2,mobile,Other,Linux,d611_181,47.640006503623106,-52.58653448406001,0.0,False,2025-01-04,2025-01-17,bank_app_v1
3069,5423,49a4c421fa73b3b6,0cd1e14fc3fc9279,2025-07-03 14:10:06,CreditCard,29840.52,72,0.181,1976,M,K1K,NL,47.59347519040476,-52.65416052312004,Contract,Construction,73,monthly,0,93,54385.57,53302.83,1249.16,4300.21,2937.41,392.72,0,0,1,mobile,Edge,iOS,d5423_550,47.59347519040476,-52.65416052312004,0.21691094168383981,False,2025-06-27,2025-07-08,bank_app_v1
3070,8302,f509e1394839f02a,a11334fccb88bda5,2025-01-25 19:53:41,LineOfCredit,2698.16,60,0.1498,1954,F,V7R,AB,53.63007296945595,-113.57810465224064,Full-time,Finance,40,monthly,1,0,77429.77,71334.44,2318.3,2620.72,1840.66,599.63,0,0,0,mobile,Chrome,Linux,d8302_378,53.63007296945595,-113.57810465224064,0.14871064914141463,False,2025-01-21,2025-01-28,bank_app_v1
3071,2359,,f73231d2d91a946e,2025-05-08 15:40:18,LineOfCredit,54339.51,48,0.0807,1977,F,L1A,NT,62.39512066373876,-114.5865141758729,Retired,Construction,17,biweekly,3,114,113786.16,128423.42,1665.02,26208.22,4525.3,962.73,0,0,0,mobile,Chrome,iOS,d2359_785,57.115425903068974,-71.34462536992692,0.31444817969522204,True,2025-05-04,2025-05-08,bank_app_v1
3072,2635,,f79764196c756e52,2025-06-14 09:07:43,AutoLoan,7406.95,48,0.0818,1987,F,K1R,QC,45.433187129171095,-73.74302692199984,Self-employed,Construction,32,monthly,2,28,64924.91,71295.13,2098.84,12250.35,11921.9,375.18,0,1,2,desktop,Other,Android,d2635_235,45.433187129171095,-73.74302692199984,0.3930409221730818,True,2025-06-05,2025-06-18,bank_app_v1
3073,5043,,8b4aa8812678d058,2025-07-18 17:47:25,CreditCard,6441.43,48,0.1833,1956,M,B8M,AB,,,Student,Technology,64,monthly,0,84,37895.98,34614.71,2236.38,7082.16,853.01,1103.74,0,1,1,mobile,Safari,iOS,d5043_560,,,0.2963413615448357,False,2025-07-17,2025-07-22,bank_app_v1
3074,221,338cd4e09e98c0c2,b15de100f4154a4f,2025-04-29 09:49:55,AutoLoan,17343.16,12,0.1375,1992,M,Y3C,ON,,,Unemployed,Finance,56,biweekly,0,89,74385.08,71788.1,7668.56,9103.89,2197.67,822.01,0,0,1,mobile,Firefox,iOS,d221_252,,,0.5420566674305413,False,2025-04-21,2025-05-02,bank_app_v1
3075,1613,,872eb9cc9ba74bd0,2025-01-17 09:50:23,PersonalLoan,14057.63,12,0.1144,1979,M,B6X,BC,48.44151509182494,-123.28842958241059,Full-time,Technology,48,biweekly,1,39,46916.27,49994.54,53612.31,14123.45,2827.1,867.95,0,0,2,mobile,Firefox,Linux,d1613_678,48.44151509182494,-123.28842958241059,0.4825312792907013,False,2025-01-14,2025-01-18,bank_app_v1
3076,7560,,15401dbf18ce7860,2025-06-04 09:39:10,CreditCard,5071.95,24,0.212,1976,M,C1B,AB,51.055045074339084,-114.12415071912525,Unemployed,Retail,47,biweekly,0,0,116472.24,108694.08,4956.94,103726.24,6186.44,669.49,0,0,1,mobile,Safari,macOS,d7560_544,51.055045074339084,-114.12415071912525,0.11642682681720914,False,2025-05-23,2025-06-08,bank_app_v1
3077,3701,,2b68f515c52d0e55,2025-02-13 15:23:12,AutoLoan,8627.46,36,0.229,1947,M,G0P,PE,46.22303124353812,-63.14849578183503,Full-time,Hospitality,62,biweekly,2,129,103451.1,95450.12,8272.74,20813.75,5650.21,500.41,0,0,0,mobile,Firefox,Linux,d3701_612,55.9130452814646,-79.09951321297669,0.299426875164418,False,2025-01-30,2025-02-14,bank_app_v1
