ID,SEX,CITY,PROVINCE,FULLNAME,AGE,IsMarried,FAMILYID,RACE,Income,IsHomeOwner,HOMEVALUE,RENTVALUE,IsEduBachelors,IsUnemployed,AME,AMB,credit_score,AccountType,account_age,avg12_tx,BankIsPrimary,avg12_tx_volume,loan_status,credit_card_status,overdraft_usage,branch_visits,digital_usage_level,customer_service,complaints_filed,satisfaction_level,MobilePhone,CardNumber,CardType,Email,BankPresenceRating,ChurnProbability,AGE_bin,RACE_gen,Income_bin,HOMEVALUE_bin,RENTVALUE_bin,_k_score
150377,M,Ottawa,ON,LORI DOYLE,34,True,,White,118533.0,True,837152.0,0.0,True,False,7285,26976.97,737.0,Checking,17,14.51,False,32.78,Mortgage,False,False,0,Medium,2,0,6,807-805-3678T,4512 2396T 9196 6056,CREDIT,TLORIDOYLE@synth.proton.com,0.14,0.04,26-35,White,100k-200k,500k-1M,0-500,7
29433,F,Toronto,ON,ANTONESCU FLORENTINA,21,False,,White,20528.0,False,0.0,1063.0,False,False,1202,6725.32,407.0,Checking,10,8.39,False,2.56,,False,False,8,Low,5,1,5,249-850-3956T,4512 2323T 5805 0373,CREDIT,TANTONESCUwingedRaisins391@fake.cogeco.ca,0.15,0.09,18-25,White,0-30k,0-200k,1k-2k,5
161884,M,Quebec City,QC,ROY ARMAND,27,False,,White,68471.0,True,376419.0,0.0,True,False,2623,10984.29,645.0,Credit,14,53.0,True,1382.35,Mortgage,True,True,0,High,4,2,6,438-100-6819T,5415 9052T 9831 5112,CREDIT,TRA7113505218@test.icloud.com,0.16,0.13,26-35,White,60k-100k,200k-500k,0-500,6
10328,M,Toronto,ON,JASON WILLIAMS,22,False,,Asian,13660.0,False,0.0,689.0,False,False,1000,6325.16,431.0,Checking,16,91.0,True,761.32,Student Loan,False,False,0,High,5,4,1,647-114-4954T,4510 1547T 9210 1639,CREDIT,TJW7071871449@fake.live.com,0.15,0.08,18-25,OTHER,0-30k,0-200k,500-1k,11
87984,F,Montreal,QC,JEAN CYNTHIA,31,False,,Black,64651.0,True,556858.0,0.0,True,False,3497,14591.4,664.0,Checking,6,11.32,False,22.35,Mortgage,False,False,0,Medium,2,0,6,263-211-9136T,4512 2364T 3015 3929,CREDIT,TJC306530948@rand.netZero.com,0.18,0.1,26-35,OTHER,60k-100k,500k-1M,0-500,21
155469,M,Ottawa,ON,DOUGLAS REYES,34,True,,White,134092.0,True,844053.0,0.0,True,False,10357,5703.94,749.0,Checking; Joint,20,59.0,True,6780.66,Personal Loan,False,False,0,High,4,4,3,289-513-1262T,4510 1358T 3637 8796,CREDIT,TDOUGLASREYES@rand.mail.com,0.14,0.12,26-35,White,100k-200k,500k-1M,0-500,7
85478,F,Montreal,QC,COLLIN LOUISE,35,True,,Latino,82904.0,True,580120.0,0.0,True,False,5357,28700.56,709.0,Credit,13,8.96,False,45.65,Mortgage,True,True,0,Low,5,1,5,367-297-5552T,4512 2330T 3879 6627,CREDIT,TCL80252@fake.live.com,0.18,0.11,26-35,OTHER,60k-100k,500k-1M,0-500,7
146697,M,Ottawa,ON,SCHANK LUDWIG,32,False,,White,137142.0,True,709903.0,0.0,True,False,8964,16207.46,750.0,Credit,15,48.0,True,6797.23,Personal Loan,False,False,6,High,4,3,3,437-820-4960T,4514 0173T 7544 0235,CREDIT,TSCHANKLUDWIG@synth.mail.com,0.14,0.29,26-35,White,100k-200k,500k-1M,0-500,7
211158,F,London,ON,WHITE LORI,46,True,,White,72192.0,True,756498.0,0.0,True,False,4609,59423.13,740.0,Credit,6,76.0,True,3581.33,Auto Loan,True,False,7,High,4,3,2,249-299-3687T,4510 1644T 0990 3890,DEBIT,TWL8921442@test.hotmail.com,0.17,0.17,36-45,White,60k-100k,500k-1M,0-500,6
50294,F,Toronto,ON,SPARLING ANNIE,39,False,,Asian,93317.0,True,1141023.0,0.0,True,False,5178,32514.23,735.0,Credit,21,107.0,True,3017.52,Mortgage,True,False,0,High,4,2,5,807-855-5051T,4512 2335T 6202 0676,CREDIT,TSA536746124@non.outlook.com,0.15,0.16,36-45,OTHER,60k-100k,1M-2M,0-500,69
151320,M,Ottawa,ON,PIETRASIAK PHILIP,27,False,,White,77500.0,True,854271.0,0.0,True,False,3624,23816.05,707.0,Investment,4,8.04,False,26.92,Mortgage,True,False,0,Low,5,3,2,647-917-5706T,4512 2357T 4814 2604,CREDIT,TPIETRASIAK_PHILIP43@fake.proton.com,0.14,0.41,26-35,White,60k-100k,500k-1M,0-500,7
163955,F,Quebec City,QC,BENOIT GHISLAINE,28,False,,White,73130.0,True,344850.0,0.0,True,False,4495,39483.06,655.0,Credit,4,6.37,False,13.23,Mortgage,True,False,6,Low,4,1,6,514-926-6264T,4510 1589T 8949 4186,CREDIT,TBENOITF35@synth.aol.com,0.16,0.28,26-35,White,60k-100k,200k-500k,0-500,11
62401,M,Toronto,ON,CARRIE MOORE,32,False,,White,72174.0,True,1099666.0,0.0,False,False,2748,19786.78,675.0,Investment,18,10.68,False,28.33,Mortgage,False,False,0,Medium,2,0,4,807-253-8800T,5415 9089T 2512 8151,CREDIT,TCM5553888213@synth.bla.com,0.15,0.1,26-35,White,60k-100k,1M-2M,0-500,8
43929,F,Toronto,ON,ANDRE TAMMY,31,False,,Asian,84834.0,True,1139410.0,0.0,True,False,3707,14519.08,696.0,Investment,21,7.26,False,27.4,Personal Loan,True,False,0,Low,5,1,4,548-200-2949T,4512 2366T 8568 9119,CREDIT,TAT145891@test.yahoo.com,0.15,0.1,26-35,OTHER,60k-100k,1M-2M,0-500,63
144381,M,Ottawa,ON,PAIVA MANUEL,37,True,,White,126093.0,True,823878.0,0.0,True,False,8736,15749.64,731.0,Investment,2,19.44,False,20.86,Personal Loan,True,False,1,Medium,2,1,4,416-144-4897T,4510 1328T 2733 1739,CREDIT,TPM994770408@non.cogeco.ca,0.14,0.06,36-45,White,100k-200k,500k-1M,0-500,5
89404,F,Montreal,QC,NOREAU REJEAN,35,False,,White,82821.0,True,580659.0,0.0,True,False,3698,18764.8,680.0,Checking,3,11.95,False,45.42,Mortgage,True,False,0,Medium,2,1,5,819-868-2335T,4510 1531T 3683 3099,CREDIT,TNR5362688678@rand.iCloud.com,0.18,0.05,26-35,White,60k-100k,500k-1M,0-500,28
104397,M,Vancouver,BC,PASCUZZI ANGELO,34,False,,Asian,80088.0,True,1388240.0,0.0,True,False,2780,42294.57,692.0,Investment,3,71.0,True,1501.37,Mortgage,True,False,4,High,4,3,1,778-684-1003T,4510 1628T 0746 6950,DEBIT,TPA429383@synth.zoho.com,0.13,0.37,26-35,OTHER,60k-100k,1M-2M,0-500,21
23927,M,Toronto,ON,HAWES WILLIAM,48,False,,Asian,89575.0,True,1274140.0,0.0,True,False,5379,108611.78,774.0,Investment,29,42.0,True,3528.19,Mortgage,False,False,0,Medium,6,0,5,416-647-5332T,4514 0135T 8508 6331,CREDIT,THW959460387@fake.proton.com,0.15,0.09,46-55,OTHER,60k-100k,1M-2M,0-500,12
13525,M,Toronto,ON,KELLY CHUCK,49,False,,White,73578.0,True,1176666.0,0.0,True,False,4670,54426.27,768.0,Investment; Checking; Credit,4,87.0,True,3143.32,,False,True,1,High,4,3,3,683-848-2878T,4514 0179T 6526 6399,CREDIT,TKC8980283@synth.iCloud.com,0.15,0.12,46-55,White,60k-100k,1M-2M,0-500,11
1909,F,Toronto,ON,LANCE SMITH,34,False,,Black,105447.0,True,1213545.0,0.0,False,False,8787,25116.28,690.0,Checking,9,10.61,False,7.72,Mortgage,True,False,6,Low,5,2,3,753-531-3097T,4514 0170T 0950 8450,CREDIT,TLS58739@fake.mail.com,0.15,0.32,26-35,OTHER,100k-200k,1M-2M,0-500,7
65620,F,Toronto,ON,ERIC FORD,45,False,,White,95585.0,True,1269353.0,0.0,True,False,4228,56939.53,717.0,Credit; Checking,5,60.0,True,2233.01,Mortgage,False,False,4,High,4,3,2,289-931-3425T,5415 9079T 7732 1713,CREDIT,TEF01018@non.aol.com,0.15,0.07,36-45,White,60k-100k,1M-2M,0-500,42
146333,F,Ottawa,ON,BLACKBOROW DIANE,40,False,,Black,92044.0,True,724355.0,0.0,True,False,4020,41576.34,712.0,Credit,18,15.11,False,28.64,Personal Loan,True,True,0,Medium,2,0,6,705-860-6272T,4512 2370T 1237 2558,CREDIT,TBD390762@rand.neo.com,0.14,0.21,36-45,OTHER,60k-100k,500k-1M,0-500,7
170857,M,Hamilton,ON,GUERTIN LUCIEN,42,False,,White,105988.0,True,1095587.0,0.0,True,False,8832,27627.56,735.0,Investment,20,57.0,True,6492.11,Mortgage,True,False,3,High,4,3,4,753-544-8509T,4512 2371T 5590 1970,CREDIT,TGL21842690@test.iCloud.com,0.15,0.26,36-45,White,100k-200k,1M-2M,0-500,5
143903,F,Ottawa,ON,WRAITH EMILY,32,False,,White,76230.0,True,807955.0,0.0,True,False,2890,30597.54,678.0,Investment,16,116.0,True,1542.44,Mortgage,False,True,0,High,4,3,1,807-777-8757T,4514 0141T 7054 1260,CREDIT,TWE9413@synth.netZero.com,0.14,0.38,26-35,White,60k-100k,500k-1M,0-500,18
98066,F,Montreal,QC,POULIN VICTORIA,45,False,,White,78504.0,True,672729.0,0.0,True,False,4246,68273.21,687.0,Investment,16,105.0,True,2885.88,Personal Loan,True,True,0,High,3,0,5,579-285-8013T,4510 1611T 8645 6124,DEBIT,TPV4147265526@non.icloud.com,0.18,0.05,36-45,White,60k-100k,500k-1M,0-500,21
46801,F,Toronto,ON,BROWN KAY,25,False,,White,76952.0,True,1090822.0,0.0,True,False,2511,24438.33,708.0,Checking,4,94.0,True,1437.28,Mortgage,True,True,2,High,4,3,2,519-609-6258T,4510 1652T 2084 3967,DEBIT,TBK93119@fake.zoho.com,0.15,0.37,18-25,White,60k-100k,1M-2M,0-500,5
88365,F,Montreal,QC,LAUZON NADYA,33,False,,Asian,57039.0,True,671537.0,0.0,True,False,3047,14432.95,673.0,Checking,4,10.36,False,16.94,Mortgage,True,False,3,Low,4,0,7,263-138-3500T,5415 9094T 4904 2801,CREDIT,TardentSyrup7LANA@fake.gmail.com,0.18,0.13,26-35,OTHER,30k-60k,500k-1M,0-500,8
43749,F,Toronto,ON,ROBERTO LIVINGSTON,38,False,,White,72919.0,True,1040515.0,0.0,False,False,4444,40462.14,706.0,Checking,7,67.0,True,2405.1,Mortgage,False,False,2,High,4,2,2,289-628-7959T,5415 9090T 9711 8354,CREDIT,TRL2488@synth.bla.com,0.15,0.06,36-45,White,60k-100k,1M-2M,0-500,9
44187,M,Toronto,ON,SARGALIS BARRY,29,False,,White,94330.0,True,1029298.0,0.0,False,False,4400,8519.34,678.0,Checking,12,107.0,True,3165.63,Mortgage,False,True,1,High,4,1,5,519-640-9309T,4510 1643T 1900 3752,DEBIT,TSARGALISwakefulJerky84@test.live.com,0.15,0.1,26-35,White,60k-100k,1M-2M,0-500,8
120210,F,Vancouver,BC,BLAND ANITA,28,False,,White,83287.0,True,1042256.0,0.0,True,False,3255,16190.35,689.0,Investment,16,10.82,False,49.22,Mortgage,True,True,0,Medium,2,3,4,250-639-1268T,4510 1656T 7248 8525,DEBIT,TBA5378158006@test.cogeco.ca,0.13,0.61,26-35,White,60k-100k,1M-2M,0-500,7
173318,F,Hamilton,ON,CAMPBELL JO,44,False,,White,82609.0,True,798591.0,0.0,True,False,4091,86019.8,720.0,Credit,4,75.0,True,2170.17,Mortgage,False,False,0,High,4,3,5,807-188-2413T,4519 9217T 4683 3690,DEBIT,TCJ8558539@fake.aol.com,0.15,0.1,36-45,White,60k-100k,500k-1M,0-500,8
87268,M,Montreal,QC,LEVI JEREMY,44,True,,White,79161.0,True,692792.0,0.0,True,False,4255,103282.71,743.0,Checking,14,82.0,True,3113.04,Mortgage,False,False,0,High,3,1,2,579-392-6691T,5415 9011T 7718 5498,CREDIT,TLEVIJEREMY@non.iCloud.com,0.18,0.1,36-45,White,60k-100k,500k-1M,0-500,10
93759,F,Montreal,QC,NGUYEN ANH,45,False,,White,64097.0,True,627483.0,0.0,True,False,3764,20629.69,666.0,Credit,15,15.05,False,91.74,Mortgage,True,True,0,Medium,2,0,7,354-880-2824T,4512 2354T 6338 8975,CREDIT,TcockyDoves4NGAN@test.yahoo.com,0.18,0.13,36-45,White,60k-100k,500k-1M,0-500,21
109165,F,Vancouver,BC,ASHLEY RUSSELL,41,False,,Asian,75575.0,True,1251554.0,0.0,False,False,3670,49409.85,712.0,Credit,16,12.24,False,44.42,Mortgage,False,True,0,Medium,2,1,4,236-675-4330T,4510 1324T 3346 7680,CREDIT,TpleasedDotterel4ASRU@rand.gmail.com,0.13,0.1,36-45,OTHER,60k-100k,1M-2M,0-500,8
102406,F,Montreal,QC,PEPIN SYLVIE,34,True,,White,73694.0,True,574196.0,0.0,True,False,3300,40010.61,733.0,Checking,14,16.36,False,21.83,Mortgage,True,True,2,Medium,2,2,5,579-296-2360T,4514 0138T 7578 9687,CREDIT,TPS72086375@synth.gmail.com,0.18,0.07,26-35,White,60k-100k,500k-1M,0-500,8
72,M,Toronto,ON,HENRY RON,23,False,,Asian,81605.0,False,0.0,1209.0,True,False,2507,5835.78,499.0,Savings,17,21.74,False,18.27,Student Loan,False,True,0,Medium,2,4,1,249-132-5456T,4510 1659T 1545 9388,DEBIT,THENRY_RON71@synth.aol.com,0.15,0.35,18-25,OTHER,60k-100k,0-200k,1k-2k,8
52640,M,Toronto,ON,TYCE ANDREW,33,False,,White,77513.0,True,1170640.0,0.0,False,False,3728,35894.87,667.0,Credit; Investment; Checking,15,8.17,False,33.0,Personal Loan,False,False,0,Low,4,0,5,705-489-3578T,5415 9042T 0139 5192,CREDIT,TTA3216@synth.live.com,0.15,0.17,26-35,White,60k-100k,1M-2M,0-500,8
15779,F,Toronto,ON,IORFIDA JO,44,False,,White,102747.0,True,1935740.0,0.0,True,False,8562,60278.16,761.0,Checking,33,98.0,True,6846.1,Mortgage,True,True,8,High,4,1,5,905-609-8452T,4519 9252T 4309 4181,DEBIT,TgrumpyApples1IOJO@fake.iCloud.com,0.15,0.18,36-45,White,100k-200k,1M-2M,0-500,7
136281,M,Edmonton,AB,MEGAN SPENCER,45,False,,White,105950.0,True,627089.0,0.0,True,False,8829,18822.66,704.0,Checking; Credit; Investment,17,87.0,True,4875.43,,False,False,0,High,4,3,2,587-940-3371T,4514 0172T 1657 2528,CREDIT,TMS0263460@fake.neo.com,0.16,0.12,36-45,White,100k-200k,500k-1M,0-500,6
101727,M,Montreal,QC,PERREAULT GASTON,30,False,,Native,81098.0,True,522722.0,0.0,True,False,4621,32791.03,683.0,Investment; Credit,10,10.95,False,10.85,Personal Loan,False,False,0,Medium,2,1,4,514-328-3661T,4510 1666T 1778 0311,DEBIT,TPG0076204480@test.netZero.com,0.18,0.07,26-35,OTHER,60k-100k,500k-1M,0-500,20
45006,M,Toronto,ON,WILLIAMS JACK,37,False,,Asian,78308.0,True,1006556.0,0.0,True,False,4443,33095.3,683.0,Checking,11,15.55,False,40.46,Mortgage,True,False,9,Low,6,2,3,249-186-4014T,4510 1576T 8324 9682,CREDIT,TWJ83267@fake.live.com,0.15,0.28,36-45,OTHER,60k-100k,1M-2M,0-500,40
237422,M,St. Catharines,ON,KAINZ JAMES,38,False,,White,84560.0,True,684343.0,0.0,True,False,4124,26073.26,689.0,Credit,4,13.21,False,18.15,Mortgage,False,False,5,Medium,2,2,4,905-525-8550T,4510 1346T 9781 5082,CREDIT,TKJ083681@non.neo.com,0.13,0.11,36-45,White,60k-100k,500k-1M,0-500,7
117972,M,Vancouver,BC,JASON ADAMS,30,False,,Asian,104317.0,True,1020044.0,0.0,True,False,4893,26312.16,706.0,Credit,20,11.82,False,2.62,Mortgage,True,True,0,Medium,2,0,5,672-897-5923T,4510 1335T 6670 4061,CREDIT,TJA332685846@synth.icloud.com,0.13,0.13,26-35,OTHER,100k-200k,1M-2M,0-500,8
57640,F,Toronto,ON,PREVOST KAREN,30,False,,Asian,71279.0,True,1304795.0,0.0,True,True,3179,35616.91,831.0,Checking,18,60.0,True,2490.99,Mortgage,True,False,0,High,3,0,5,365-717-6972T,4510 1352T 3494 4243,CREDIT,TPK84894@test.neo.com,0.15,0.13,26-35,OTHER,60k-100k,1M-2M,0-500,7
13683,M,Toronto,ON,HAYES BRUCE,23,False,,Latino,68034.0,False,0.0,1170.0,True,False,2889,7187.84,513.0,Credit,12,20.11,False,8.69,Student Loan,False,False,0,Medium,2,3,3,289-974-4091T,4519 9295T 7406 0480,DEBIT,THAYES_BRUCE46@synth.zoho.com,0.15,0.34,18-25,OTHER,60k-100k,0-200k,1k-2k,8
165422,M,Quebec City,QC,GRAVEL PETER,39,True,,White,99702.0,True,390995.0,0.0,True,False,4972,42764.12,747.0,Investment; Checking; Joint,4,10.5,False,30.86,Mortgage,False,True,0,Medium,2,0,6,514-688-5623T,4514 0180T 6810 1303,CREDIT,TGRPEobsessedBoa21994@rand.proton.com,0.16,0.06,36-45,White,60k-100k,200k-500k,0-500,8
152124,M,Ottawa,ON,DEGANS RICHARD,32,False,,Native,108375.0,True,780655.0,0.0,True,False,9031,31833.19,736.0,Checking,4,7.84,False,36.56,Mortgage,True,False,0,Low,5,0,5,807-174-8802T,5415 9093T 8766 8025,CREDIT,TDEGANSRICHARD@test.outlook.com,0.14,0.13,26-35,OTHER,100k-200k,500k-1M,0-500,6
164133,M,Quebec City,QC,CHARLAND DENIS,46,True,cIgW47st,White,82742.0,True,454446.0,0.0,True,False,5587,27359.25,715.0,Credit,6,76.0,True,4336.59,Mortgage,False,False,9,High,4,3,3,438-257-3466T,4510 1569T 2232 9289,CREDIT,TCD004618417@test.outlook.com,0.16,0.14,36-45,White,60k-100k,200k-500k,0-500,8
97004,F,Montreal,QC,GRENIER STEPHANE,38,False,,Others,75306.0,True,626425.0,0.0,True,False,3265,13959.03,664.0,Checking,23,86.0,True,2342.34,Mortgage,False,True,8,High,5,3,3,438-517-1244T,4512 2375T 5530 0458,CREDIT,TGS807830096@rand.icloud.com,0.18,0.41,36-45,OTHER,60k-100k,500k-1M,0-500,19
37410,F,Toronto,ON,LYLE RENAE,39,False,,White,96167.0,True,1269605.0,0.0,True,False,4973,476.11,690.0,Checking,15,16.44,False,30.58,Mortgage,True,False,0,Medium,2,1,6,249-739-1564T,5415 9040T 1871 5245,CREDIT,TLR39902118@test.outlook.com,0.15,0.1,36-45,White,60k-100k,1M-2M,0-500,42
71122,F,Toronto,ON,POLE JANE,37,True,Fd53HBgs,Asian,92938.0,True,1056619.0,0.0,True,False,4048,63427.3,772.0,Joint; Checking,4,18.06,False,45.04,Mortgage,True,True,9,Medium,2,0,7,289-837-8469T,4510 1311T 9351 7431,CREDIT,TPJ1935@rand.yahoo.com,0.15,0.09,36-45,OTHER,60k-100k,1M-2M,0-500,36
106378,F,Vancouver,BC,DAMYANOVA MIRA,40,True,,White,64569.0,True,1079195.0,0.0,True,False,4885,20093.04,727.0,Checking,4,9.97,False,75.85,Mortgage,True,False,0,Low,4,0,8,672-223-2298T,4510 1316T 4725 2078,CREDIT,TDM7121650705@non.outlook.com,0.13,0.07,36-45,White,60k-100k,1M-2M,0-500,9
55909,M,Toronto,ON,YUNG JEREMY,47,True,,Asian,99073.0,True,1159020.0,0.0,True,False,6367,31407.72,766.0,Credit,4,95.0,True,3884.64,Mortgage,True,False,2,High,4,0,7,437-261-2201T,4514 0199T 1008 1321,CREDIT,TYUNGJEREMY@non.hotmail.com,0.15,0.06,46-55,OTHER,60k-100k,1M-2M,0-500,9
26119,F,Toronto,ON,GOSS BRENDA,41,True,,White,90148.0,True,1173540.0,0.0,True,False,3806,66613.7,780.0,Investment,18,76.0,True,2920.51,Mortgage,False,False,0,High,3,1,6,548-850-9508T,4510 1518T 6266 8583,CREDIT,TGB6338049944@rand.bla.com,0.15,0.1,36-45,White,60k-100k,1M-2M,0-500,25
35471,F,Toronto,ON,DUQUETTE JOAN,25,False,,Black,97020.0,True,990889.0,0.0,True,False,1723,15415.06,689.0,Investment,18,18.01,False,11.22,Mortgage,True,True,0,Medium,2,1,5,905-165-1054T,4510 1643T 2686 1791,DEBIT,TDUQUETTE_JOAN20@non.live.com,0.15,0.37,18-25,OTHER,60k-100k,500k-1M,0-500,8
48178,M,Toronto,ON,SPILCHUK RICHARD,34,False,,White,123235.0,True,1314943.0,0.0,True,False,10270,18081.34,740.0,Investment; Checking; Credit,18,9.91,False,33.42,Mortgage,True,True,3,Low,6,3,2,647-424-8691T,4512 2387T 6862 9731,CREDIT,TSR381151@non.yahoo.com,0.15,0.71,26-35,White,100k-200k,1M-2M,0-500,16
68650,F,Toronto,ON,MITSIS PATRICIA,42,False,,White,72165.0,True,1305180.0,0.0,True,False,4699,54208.02,712.0,Credit,5,82.0,True,2714.09,Mortgage,True,False,4,High,4,4,4,683-979-8995T,4510 1340T 4239 4188,CREDIT,TMP130421@test.iCloud.com,0.15,0.22,36-45,White,60k-100k,1M-2M,0-500,42
122804,F,Calgary,AB,MEIJER MARIA,36,False,,White,74333.0,True,531963.0,0.0,True,False,4509,33067.44,683.0,Credit,2,10.41,False,20.74,Mortgage,True,False,8,Medium,2,0,6,403-544-9542T,4510 1649T 5451 4448,DEBIT,TMM01232@non.att.net,0.14,0.21,26-35,White,60k-100k,500k-1M,0-500,6
94103,M,Montreal,QC,POLIQUIN EUGENE,22,False,,White,34746.0,False,0.0,583.0,False,False,1757,12069.08,452.0,Savings,4,5.34,False,14.23,Student Loan,False,False,0,Low,5,2,3,819-208-2867T,5415 9094T 0768 0294,CREDIT,TPOLIQUIN_EUGENE48@synth.gmail.com,0.18,0.06,18-25,White,30k-60k,0-200k,500-1k,8
73741,F,Montreal,QC,MELISSA HOWARD,31,False,,White,57557.0,True,563411.0,0.0,True,False,3425,18016.8,648.0,Credit,10,53.0,True,1955.94,Mortgage,False,False,12,High,4,1,5,438-114-4773T,4512 2316T 4585 3153,CREDIT,TMH1956251@non.neo.com,0.18,0.08,26-35,White,30k-60k,500k-1M,0-500,7
7316,M,Toronto,ON,RAINBOTH DAN,27,False,,White,62137.0,True,855316.0,0.0,True,False,3104,12333.95,644.0,Credit,8,47.0,True,1940.09,Mortgage,True,False,0,High,4,0,6,742-548-9569T,4510 1325T 8143 0470,CREDIT,TRD6433819@test.zoho.com,0.15,0.12,26-35,White,60k-100k,500k-1M,0-500,19
126699,M,Calgary,AB,CANNARD ALLEN,30,True,,White,123314.0,True,572064.0,0.0,True,False,5770,6726.37,743.0,Joint; Investment; Credit,13,16.7,False,25.55,Personal Loan,True,False,0,Medium,2,5,1,825-863-6696T,4510 1348T 5583 4289,CREDIT,TCA41666801@test.bla.com,0.14,0.29,26-35,White,100k-200k,500k-1M,0-500,5
56672,F,Toronto,ON,SMIT LYDIA,40,False,,Latino,99398.0,True,1202779.0,0.0,True,False,4964,9436.27,687.0,Checking,18,14.7,False,34.24,Mortgage,True,True,5,Medium,2,1,4,548-384-3343T,4514 0179T 4496 3545,CREDIT,TtautLion7SMLY@non.icloud.com,0.15,0.34,36-45,OTHER,60k-100k,1M-2M,0-500,69
121767,F,Vancouver,BC,OLIVEIRA SUSAN,41,False,,White,80954.0,True,1489291.0,0.0,True,False,3735,27690.27,715.0,Investment; Checking; Credit,5,56.0,True,2251.81,Mortgage,False,True,0,High,3,2,5,236-765-8438T,4510 1560T 0333 4996,CREDIT,TOS545686725@non.neo.com,0.13,0.13,36-45,White,60k-100k,1M-2M,0-500,14
59613,F,Toronto,ON,HIBBERT BEVERLY,40,True,,Asian,84296.0,True,1199513.0,0.0,True,False,3736,28556.22,711.0,Investment; Credit; Joint,14,15.54,False,36.74,,True,False,10,Medium,2,1,6,519-853-3787T,4510 1546T 8577 6388,CREDIT,THB2886930@synth.proton.com,0.15,0.04,36-45,OTHER,60k-100k,1M-2M,0-500,36
85031,M,Montreal,QC,SCHECTER HOWARD,43,False,,Asian,76144.0,True,677409.0,0.0,True,False,3612,31027.34,695.0,Investment; Credit,16,91.0,True,2133.81,Mortgage,False,False,0,High,4,0,6,450-347-6330T,5415 9079T 0574 9788,CREDIT,TSH4859@test.gmail.com,0.18,0.14,36-45,OTHER,60k-100k,500k-1M,0-500,18
20959,F,Toronto,ON,PAQUETTE DENISE,40,False,,White,86315.0,True,1281974.0,0.0,True,False,5619,58911.01,724.0,Checking,7,82.0,True,3025.4,,False,False,12,High,5,1,4,249-285-1034T,5415 9030T 6132 6728,CREDIT,TwrathfulHoopoe0PADE@synth.hotmail.com,0.15,0.1,36-45,White,60k-100k,1M-2M,0-500,42
104131,M,Vancouver,BC,GEORGE GREGORY,31,True,iIaZfH5c,White,97454.0,True,1265829.0,0.0,True,False,5602,56350.27,746.0,Credit,14,16.58,False,43.18,,False,False,0,Low,5,0,6,250-457-1523T,5415 9020T 0492 0863,CREDIT,TGG5676224@test.iCloud.com,0.13,0.13,26-35,White,60k-100k,1M-2M,0-500,8
154698,F,Ottawa,ON,MANTHA SUE,33,False,,White,76960.0,True,769579.0,0.0,True,False,2470,34318.03,696.0,Investment,19,10.24,False,32.73,Mortgage,False,False,0,Low,5,1,5,249-703-5064T,5415 9028T 3064 8111,CREDIT,TenragedVenison4MASU@non.neo.com,0.14,0.07,26-35,White,60k-100k,500k-1M,0-500,18
154748,M,Ottawa,ON,CHISAMORE HAROLD,40,False,,White,101869.0,True,937456.0,0.0,True,False,8489,12886.33,713.0,Checking,28,44.0,True,4802.51,Personal Loan,True,False,4,High,4,3,1,519-402-1337T,4514 0191T 6144 5371,CREDIT,TCHISAMOREHAROLD@synth.cogeco.ca,0.14,0.22,36-45,White,100k-200k,500k-1M,0-500,11
25933,M,Toronto,ON,BURROWS TOM,33,False,,Black,73566.0,True,1108401.0,0.0,True,False,3530,23134.71,716.0,Credit; Investment,17,8.57,False,14.37,Mortgage,False,False,8,Low,5,3,3,289-760-6256T,4510 1530T 4546 3383,CREDIT,TBT5013217@fake.proton.com,0.15,0.38,26-35,OTHER,60k-100k,1M-2M,0-500,39
110876,M,Vancouver,BC,BRANCH DON,28,False,,Asian,78121.0,True,1283633.0,0.0,True,False,3444,26228.54,686.0,Checking,2,11.19,False,24.36,Mortgage,False,False,0,Medium,2,0,6,778-620-8876T,4510 1541T 8555 7825,CREDIT,TBRANCH_DON48@non.hotmail.com,0.13,0.19,26-35,OTHER,60k-100k,1M-2M,0-500,21
8969,M,Toronto,ON,ROY JOHN,38,False,,White,70024.0,True,1093307.0,0.0,True,False,3815,49647.57,722.0,Credit,26,14.26,False,59.32,Mortgage,True,False,3,Medium,2,4,1,807-998-8790T,4514 0145T 2584 3107,CREDIT,TRJ263420@rand.yahoo.com,0.15,0.21,36-45,White,60k-100k,1M-2M,0-500,31
94656,F,Montreal,QC,JONCAS NATHALIE,47,True,,White,81823.0,True,665357.0,0.0,True,False,4319,60155.02,748.0,Checking; Credit; Joint,4,91.0,True,3274.59,Mortgage,True,False,0,High,3,1,6,354-336-3281T,4510 1322T 1703 2457,CREDIT,TJN5747377@fake.zoho.com,0.18,0.14,46-55,White,60k-100k,500k-1M,0-500,5
104318,M,Vancouver,BC,WESTGATE BRAD,32,False,,Asian,99985.0,True,1198058.0,0.0,True,False,3031,23228.9,716.0,Investment,9,5.66,False,17.13,Mortgage,False,False,0,Low,5,1,3,250-480-2069T,4514 0175T 5035 3840,CREDIT,TWB9096@rand.live.com,0.13,0.15,26-35,OTHER,60k-100k,1M-2M,0-500,21
66741,F,Toronto,ON,BIRRELL LORRAINE,37,False,,White,87202.0,True,1157816.0,0.0,True,False,3756,39348.93,706.0,Investment,27,12.19,False,19.2,Mortgage,True,False,0,Medium,2,2,4,705-234-4053T,5415 9023T 6895 7941,CREDIT,TBL2781303490@test.yahoo.com,0.15,0.09,36-45,White,60k-100k,1M-2M,0-500,42
